Geographic Area,City,percent_completed_hs
AZ,Bluewater CDP,80.2
AZ,Bouse CDP,84.8
AZ,Bowie CDP,58.3
AZ,Brenda CDP,77.9
AZ,Bryce CDP,100
AZ,Buckeye town,84.3
AZ,Buckshot CDP,50
AZ,Bullhead City city,82.7
AZ,Burnside CDP,79
AZ,Bylas CDP,72.3
AZ,Cactus Flats CDP,93.4
AZ,Cactus Forest CDP,100
AZ,Cameron CDP,71.1
AZ,Campo Bonito CDP,100
AZ,Camp Verde town,83.9
AZ,Cane Beds CDP,100
AZ,Canyon Day CDP,73.4
AZ,Carefree town,99.4
AZ,Carrizo CDP,53.2
AZ,Casa Blanca CDP,63.6
AZ,Casa Grande city,86.4
AZ,Casas Adobes CDP,92.8
AZ,Catalina CDP,90.5
AZ,Catalina Foothills CDP,98
AZ,Cave Creek town,96.6
AZ,Cedar Creek CDP,70.4
AZ,Centennial Park CDP,80.3
AZ,Central CDP,88.2
AZ,Central Heights-Midland City CDP,72.2
AZ,Chandler city,91.5
AZ,Charco CDP,37.5
AZ,Chiawuli Tak CDP,100
AZ,Chilchinbito CDP,76.4
AZ,Chinle CDP,83.1
AZ,Chino Valley town,87
AZ,Chloride CDP,96.3
AZ,Christopher Creek CDP,100
AZ,Chuichu CDP,59
AZ,Cibecue CDP,58.2
AZ,Cibola CDP,49.5
AZ,Cienega Springs CDP,86.4
AZ,Citrus Park CDP,93.3
AZ,Clacks Canyon CDP,100
AZ,Clarkdale town,94.7
AZ,Claypool CDP,79.3
AZ,Clay Springs CDP,82.8
AZ,Clifton town,82.3
AZ,Colorado City town,43.2
AZ,Comobabi CDP,55.6
AZ,Concho CDP,78.6
AZ,Congress CDP,89.5
AZ,Coolidge city,80.7
AZ,Copper Hill CDP,100
AZ,Cordes Lakes CDP,79.7
AZ,Cornfields CDP,67.3
AZ,Cornville CDP,82.5
AZ,Corona de Tucson CDP,96
AZ,Cottonwood CDP,84.6
AZ,Cottonwood city,84.9
AZ,Cowlic CDP,100
AZ,Crozier CDP,86.4
AZ,Crystal Beach CDP,76.5
AZ,Cutter CDP,100
AZ,Dateland CDP,84
AZ,Deer Creek CDP,91.1
AZ,Del Muerto CDP,40.7
AZ,Dennehotso CDP,74.4
AZ,Desert Hills CDP,76.3
AZ,Dewey-Humboldt town,89
AZ,Dilkon CDP,73.5
AZ,Dolan Springs CDP,78.9
AZ,Doney Park CDP,83
AZ,Donovan Estates CDP,58.2
AZ,Douglas city,70.9
AZ,Dragoon CDP,83.3
AZ,Drexel Heights CDP,79.1
AZ,Dripping Springs CDP,87.4
AZ,Drysdale CDP,16.4
AZ,Dudleyville CDP,94.9
AZ,Duncan town,72.2
AZ,Eagar town,89.2
AZ,East Fork CDP,40.8
AZ,East Globe CDP,73.7
AZ,East Verde Estates CDP,95
AZ,Ehrenberg CDP,79.1
AZ,El Capitan CDP,88.5
AZ,Elephant Head CDP,96.6
AZ,Elfrida CDP,69.6
AZ,Elgin CDP,100
AZ,El Mirage city,82.8
AZ,Eloy city,64.2
AZ,El Prado Estates CDP,35
AZ,First Mesa CDP,84.5
AZ,Flagstaff city,91.3
AZ,Florence town,75.6
AZ,Flowing Springs CDP,77
AZ,Flowing Wells CDP,84.4
AZ,Fort Apache CDP,82.1
AZ,Fort Defiance CDP,86.9
AZ,Fort Mohave CDP,86.3
AZ,Fort Thomas CDP,93.5
AZ,Fortuna Foothills CDP,86.6
AZ,Fort Valley CDP,97
AZ,Fountain Hills town,96.6
AZ,Franklin CDP,100
AZ,Fredonia town,86
AZ,Freedom Acres CDP,62.3
AZ,Gadsden CDP,42.4
AZ,Ganado CDP,77.8
AZ,Geronimo Estates CDP,100
AZ,Gila Bend town,61.2
AZ,Gila Crossing CDP,60.6
AZ,Gilbert town,95.6
AZ,Gisela CDP,87
AZ,Glendale city,83.6
AZ,Globe city,83
AZ,Gold Canyon CDP,96.2
AZ,Golden Shores CDP,77.9
AZ,Golden Valley CDP,81.6
AZ,Goodyear city,92.1
AZ,Goodyear Village CDP,78
AZ,Grand Canyon Village CDP,91.6
AZ,Grand Canyon West CDP,-
AZ,Greasewood CDP,74.4
AZ,Green Valley CDP,96.4
AZ,Greer CDP,100
AZ,Guadalupe town,61.2
AZ,Gu Oidak CDP,78.4
AZ,Hackberry CDP,88.4
AZ,Haigler Creek CDP,100
AZ,Haivana Nakya CDP,57.8
AZ,Hard Rock CDP,69.8
AZ,Hayden town,84
AZ,Heber-Overgaard CDP,76.9
AZ,Holbrook city,88.5
AZ,Hondah CDP,81.5
AZ,Hotevilla-Bacavi CDP,85.2
AZ,Houck CDP,66
AZ,Huachuca City town,89.5
AZ,Hunter Creek CDP,-
AZ,Icehouse Canyon CDP,88.1
AZ,Indian Wells CDP,66.9
AZ,Jakes Corner CDP,70.7
AZ,Jeddito CDP,77.4
AZ,Jerome town,96.9
AZ,Joseph City CDP,91.6
AZ,Kachina Village CDP,95.5
AZ,Kaibab CDP,72.5
AZ,Kaibito CDP,66.3
AZ,Kaka CDP,63.2
AZ,Katherine CDP,94.1
AZ,Kayenta CDP,86.7
AZ,Keams Canyon CDP,71.1
AZ,Kearny town,87.7
AZ,Kingman city,87
AZ,Kino Springs CDP,90.6
AZ,Klagetoh CDP,76.5
AZ,Kohatk CDP,0
AZ,Kohls Ranch CDP,100
AZ,Komatke CDP,58.5
AZ,Ko Vaya CDP,100
AZ,Kykotsmovi Village CDP,96.8
AZ,Lake Havasu City city,88.5
AZ,Lake Montezuma CDP,84.8
AZ,Lake of the Woods CDP,77.9
AZ,La Paz Valley CDP,77.6
AZ,Lazy Y U CDP,96.7
AZ,LeChee CDP,79.8
AZ,Leupp CDP,75.7
AZ,Linden CDP,92.4
AZ,Litchfield Park city,94.2
AZ,Littlefield CDP,86
AZ,Littletown CDP,87.3
AZ,Lower Santan Village CDP,58.7
AZ,Low Mountain CDP,66.1
AZ,Lukachukai CDP,75.2
AZ,Lupton CDP,100
AZ,McConnico CDP,-
AZ,McNary CDP,79.6
AZ,McNeal CDP,95.4
AZ,Maish Vaya CDP,74.7
AZ,Mammoth town,63.5
AZ,Many Farms CDP,81.6
AZ,Marana town,94.1
AZ,Maricopa city,91.7
AZ,Maricopa Colony CDP,69.1
AZ,Martinez Lake CDP,100
AZ,Mayer CDP,89.2
AZ,Mead Ranch CDP,100
AZ,Meadview CDP,89.4
AZ,Mesa city,87.5
AZ,Mesa del Caballo CDP,84.3
AZ,Mescal CDP,87.6
AZ,Mesquite Creek CDP,83.8
AZ,Miami town,77.3
AZ,Miracle Valley CDP,70.9
AZ,Moccasin CDP,90.9
AZ,Moenkopi CDP,91.1
AZ,Mohave Valley CDP,83.2
AZ,Mojave Ranch Estates CDP,85.2
AZ,Morenci CDP,94.3
AZ,Morristown CDP,96.9
AZ,Mountainaire CDP,94.9
AZ,Munds Park CDP,100
AZ,Naco CDP,72.1
AZ,Nazlini CDP,73.1
AZ,Nelson CDP,83.7
AZ,New Kingman-Butler CDP,78.2
AZ,New River CDP,95.3
AZ,Nogales city,62.6
AZ,Nolic CDP,-
AZ,North Fork CDP,83.8
AZ,Nutrioso CDP,100
AZ,Oak Springs CDP,77.5
AZ,Oatman CDP,40.8
AZ,Oljato-Monument Valley CDP,84.7
AZ,Oracle CDP,86.3
AZ,Orange Grove Mobile Manor CDP,13.6
AZ,Oro Valley town,97.4
AZ,Oxbow Estates CDP,100
AZ,Padre Ranchitos CDP,52.2
AZ,Page city,86.9
AZ,Palominas CDP,100
AZ,Paradise Valley town,97.4
AZ,Parker town,80.4
AZ,Parker Strip CDP,94
AZ,Parks CDP,96.2
AZ,Patagonia town,86.6
AZ,Paulden CDP,84.8
AZ,Payson town,88.3
AZ,Peach Springs CDP,72.3
AZ,Peeples Valley CDP,94.2
AZ,Peoria city,92.4
AZ,Peridot CDP,73.7
AZ,Phoenix city,80.7
AZ,Picacho CDP,67.9
AZ,Picture Rocks CDP,89.6
AZ,Pima town,87.8
AZ,Pimaco Two CDP,85.7
AZ,Pinal CDP,80.9
AZ,Pine CDP,94.5
AZ,Pinedale CDP,87.4
AZ,Pine Lake CDP,100
AZ,Pinetop Country Club CDP,97.2
AZ,Pinetop-Lakeside town,92.8
AZ,Pinion Pines CDP,100
AZ,Pinon CDP,72.1
AZ,Pirtleville CDP,42.6
AZ,Pisinemo CDP,66.8
AZ,Poston CDP,57.5
AZ,Prescott city,92.8
AZ,Prescott Valley town,87.6
AZ,Quartzsite town,81
AZ,Queen Creek town,96
AZ,Queen Valley CDP,95.4
AZ,Rainbow City CDP,65.5
AZ,Rancho Mesa Verde CDP,11.8
AZ,Red Mesa CDP,81.1
AZ,Red Rock CDP (Apache County),74.3
AZ,Red Rock CDP (Pinal County),92.6
AZ,Rillito CDP,54.8
AZ,Rincon Valley CDP,95.1
AZ,Rio Rico CDP,76.4
AZ,Rio Verde CDP,97.8
AZ,Rock House CDP,100
AZ,Rock Point CDP,67.9
AZ,Roosevelt CDP,88.5
AZ,Rough Rock CDP,88.5
AZ,Round Rock CDP,67.6
AZ,Round Valley CDP,93.7
AZ,Rye CDP,50
AZ,Sacate Village CDP,63.6
AZ,Sacaton CDP,72.9
AZ,Sacaton Flats Village CDP,73.9
AZ,Saddlebrooke CDP,98.9
AZ,Safford city,87.1
AZ,Sahuarita town,94.6
AZ,St. David CDP,93.7
AZ,St. Johns city,84.7
AZ,St. Johns CDP,75.3
AZ,St. Michaels CDP,85.6
AZ,Salome CDP,74.9
AZ,San Carlos CDP,66.4
AZ,Sanders CDP,62.9
AZ,San Jose CDP,75.1
AZ,San Luis city,41.9
AZ,San Manuel CDP,87.2
AZ,San Miguel CDP,94.7
AZ,San Simon CDP,100
AZ,Santa Cruz CDP,-
AZ,San Tan Valley CDP,90.2
AZ,Santa Rosa CDP,72.7
AZ,Sawmill CDP,70.9
AZ,Scenic CDP,81.9
AZ,Scottsdale city,96.2
AZ,Seba Dalkai CDP,48.2
AZ,Second Mesa CDP,82.3
AZ,Sedona city,95.6
AZ,Sehili CDP,79.5
AZ,Seligman CDP,83.3
AZ,Sells CDP,80.2
AZ,Seven Mile CDP,77.2
AZ,Shongopovi CDP,81.2
AZ,Shonto CDP,77.3
AZ,Show Low city,88.7
AZ,Sierra Vista city,93.2
AZ,Sierra Vista Southeast CDP,94.7
AZ,Six Shooter Canyon CDP,87.3
AZ,Snowflake town,90.6
AZ,So-Hi CDP,82.7
AZ,Solomon CDP,70.7
AZ,Somerton city,51
AZ,Sonoita CDP,97.4
AZ,South Komelik CDP,100
AZ,South Tucson city,59.7
AZ,Springerville town,82.1
AZ,Spring Valley CDP,86.9
AZ,Stanfield CDP,74.6
AZ,Star Valley town,90.6
AZ,Steamboat CDP,64.5
AZ,Stotonic Village CDP,64.1
AZ,Strawberry CDP,93.3
AZ,Summerhaven CDP,100
AZ,Summit CDP,53.2
AZ,Sun City CDP,91
AZ,Sun City West CDP,94.1
AZ,Sunizona CDP,82.1
AZ,Sun Lakes CDP,95.3
AZ,Sun Valley CDP,83.6
AZ,Sunwest CDP,100
AZ,Supai CDP,100
AZ,Superior town,80.3
AZ,Surprise city,92.9
AZ,Sweet Water Village CDP,76.8
AZ,Swift Trail Junction CDP,91.2
AZ,Tacna CDP,76.3
AZ,Tanque Verde CDP,96.5
AZ,Tat Momoli CDP,0
AZ,Taylor town,84.1
AZ,Teec Nos Pos CDP,78.5
AZ,Tees Toh CDP,69.6
AZ,Tempe city,91.7
AZ,Thatcher town,93.8
AZ,Theba CDP,17.5
AZ,Three Points CDP,74.4
AZ,Tolani Lake CDP,68.5
AZ,Tolleson city,62.4
AZ,Tombstone city,88.6
AZ,Tonalea CDP,65.8
AZ,Tonopah CDP,100
AZ,Tonto Basin CDP,92
AZ,Tonto Village CDP,100
AZ,Topawa CDP,81.6
AZ,Topock CDP,100
AZ,Top-of-the-World CDP,71.9
AZ,Toyei CDP,-
AZ,Truxton CDP,82.7
AZ,Tsaile CDP,79.2
AZ,Tubac CDP,99.2
AZ,Tuba City CDP,88.1
AZ,Tucson city,84.2
AZ,Tucson Estates CDP,88.1
AZ,Tumacacori-Carmen CDP,85.2
AZ,Turkey Creek CDP,69.9
AZ,Tusayan town,88.9
AZ,Upper Santan Village CDP,61.9
AZ,Utting CDP,35.3
AZ,Vail CDP,95
AZ,Vaiva Vo CDP,50
AZ,Valencia West CDP,82.5
AZ,Valentine CDP,37.3
AZ,Valle CDP,31.9
AZ,Valle Vista CDP,91.9
AZ,Ventana CDP,77.8
AZ,Verde Village CDP,85.8
AZ,Vernon CDP,100
AZ,Vicksburg CDP,64.5
AZ,Village of Oak Creek (Big Park) CDP,94.5
AZ,Wagon Wheel CDP,88.9
AZ,Wahak Hotrontk CDP,89.5
AZ,Wall Lane CDP,39.6
AZ,Walnut Creek CDP,95.9
AZ,Washington Park CDP,100
AZ,Wellton town,84.7
AZ,Wellton Hills CDP,100
AZ,Wenden CDP,55.5
AZ,Wet Camp Village CDP,37.7
AZ,Wheatfields CDP,79.3
AZ,Whetstone CDP,88.8
AZ,Whispering Pines CDP,100
AZ,Whitecone CDP,63.3
AZ,White Hills CDP,76.3
AZ,White Mountain Lake CDP,78.4
AZ,Whiteriver CDP,72.3
AZ,Why CDP,91.3
AZ,Wickenburg town,89.7
AZ,Wide Ruins CDP,40.7
AZ,Wikieup CDP,57.4
AZ,Wilhoit CDP,80.1
AZ,Willcox city,84.8
AZ,Williams city,88.6
AZ,Williamson CDP,94.5
AZ,Willow Canyon CDP,-
AZ,Willow Valley CDP,85.4
AZ,Window Rock CDP,81.5
AZ,Winkelman town,84.5
AZ,Winslow city,79.6
AZ,Winslow West CDP,56.5
AZ,Wintersburg CDP,100
AZ,Wittmann CDP,95.5
AZ,Woodruff CDP,100
AZ,Yarnell CDP,91.2
AZ,York CDP,96.2
AZ,Young CDP,91.5
AZ,Youngtown town,82.7
AZ,Yucca CDP,82
AZ,Yuma city,77.5
AR,Adona city,79.3
AR,Alexander city,78.1
AR,Alicia town,79.2
AR,Allport town,80.5
AR,Alma city,88.7
AR,Almyra town,91.4
AR,Alpena town,80
AR,Altheimer city,80
AR,Altus city,80.7
AR,Amagon town,74.3
AR,Amity city,89.8
AR,Anthonyville town,47
AR,Antoine town,78.7
AR,Arkadelphia city,85.9
AR,Arkansas City city,73.9
AR,Ashdown city,88.2
AR,Ash Flat city,74.1
AR,Atkins city,79.6
AR,Aubrey town,69
AR,Augusta city,72.2
AR,Austin city,95.9
AR,Avilla CDP,91.3
AR,Avoca town,88
AR,Bald Knob city,73.9
AR,Banks town,81.9
AR,Barling city,81.7
AR,Bassett town,63.9
AR,Batesville city,84.6
AR,Bauxite town,76.2
AR,Bay city,85.7
AR,Bearden city,84.9
AR,Beaver town,91.7
AR,Beebe city,83.6
AR,Beedeville town,71.1
AR,Bella Vista city,94.7
AR,Bellefonte town,81.2
AR,Belleville city,69.5
AR,Ben Lomond town,70.3
AR,Benton city,87
AR,Bentonville city,92.4
AR,Bergman town,81.3
AR,Berryville city,75.2
AR,Bethel Heights city,81.8
AR,Bigelow town,72.6
AR,Big Flat town,62.5
AR,Biggers town,72.8
AR,Birdsong town,60
AR,Black Oak town,80.1
AR,Black Rock city,77.7
AR,Black Springs town,56.5
AR,Blevins city,78.7
AR,Blue Eye town,16.7
AR,Blue Mountain town,75
AR,Bluff City town,75
AR,Blytheville city,83
AR,Bodcaw town,72.2
AR,Bonanza city,78
AR,Bono city,80.3
AR,Booneville city,80.9
AR,Bradford city,76.2
AR,Bradley city,70.8
AR,Branch city,70.1
AR,Briarcliff city,86.9
AR,Brinkley city,76.5
AR,Brookland city,76.5
AR,Bryant city,93.5
AR,Buckner city,74.2
AR,Bull Shoals city,93.4
AR,Burdette town,81.3
AR,Cabot city,92.4
AR,Caddo Valley town,94
AR,Caldwell town,78.7
AR,Cale town,92
AR,Calico Rock city,76.7
AR,Calion city,67
AR,Camden city,82
AR,Cammack Village city,99
AR,Campbell Station city,84.8
AR,Caraway city,79.2
AR,Carlisle city,83.7
AR,Carthage city,76.6
AR,Casa town,81.4
AR,Cash town,67.4
AR,Caulksville town,84.6
AR,Cave City city,80.3
AR,Cave Springs city,92.2
AR,Cedarville city,81.4
AR,Center Ridge CDP,86.3
AR,Centerton city,91.4
AR,Central City town,85.6
AR,Charleston city,89.9
AR,Cherokee City CDP,100
AR,Cherokee Village city,90.9
AR,Cherry Valley city,78.4
AR,Chester town,58.4
AR,Chidester city,74.6
AR,Clarendon city,74.7
AR,Clarkedale city,90.4
AR,Clarksville city,78.1
AR,Clinton city,81.8
AR,Coal Hill city,77.1
AR,College City city,95.3
AR,College Station CDP,59.7
AR,Colt city,70
AR,Concord town,82.1
AR,Conway city,92.9
AR,Corinth town,94.2
AR,Corning city,77
AR,Cotter city,91.6
AR,Cotton Plant city,75.2
AR,Cove town,83.2
AR,Coy town,73.9
AR,Crawfordsville town,73.4
AR,Crossett city,90.7
AR,Cushman city,76
AR,Daisy town,82.3
AR,Damascus town,91.6
AR,Danville city,63.5
AR,Dardanelle city,67.6
AR,Datto town,56.5
AR,Decatur city,60.1
AR,Delaplaine town,90.4
AR,Delight city,88.9
AR,Dell town,92.1
AR,Dennard CDP,56.7
AR,Denning town,82.3
AR,De Queen city,53.2
AR,Dermott city,73.2
AR,Des Arc city,79
AR,De Valls Bluff city,65.6
AR,DeWitt city,75.3
AR,Diamond City city,75.8
AR,Diaz city,78.7
AR,Dierks city,75
AR,Donaldson town,86.6
AR,Dover city,85.2
AR,Dumas city,76.3
AR,Dyer city,89.2
AR,Dyess town,68.6
AR,Earle city,71.3
AR,East Camden town,88.8
AR,East End CDP,85.6
AR,Edmondson town,67.4
AR,Egypt town,83.3
AR,Elaine city,73.9
AR,El Dorado city,80
AR,Elkins city,88.8
AR,Elm Springs city,82.6
AR,Emerson town,90.4
AR,Emmet city,81
AR,England city,82.3
AR,Enola town,81
AR,Etowah town,70.3
AR,Eudora city,79.3
AR,Eureka Springs city,91.7
AR,Evening Shade city,81.7
AR,Everton town,67.5
AR,Fairfield Bay city,94.2
AR,Fargo town,93.2
AR,Farmington city,92.3
AR,Fayetteville city,91.7
AR,Felsenthal town,92.4
AR,Fifty-Six city,86.5
AR,Fisher city,81.3
AR,Flippin city,79.5
AR,Fordyce city,84
AR,Foreman city,82.4
AR,Forrest City city,79.1
AR,Fort Smith city,80.2
AR,Fouke city,75.3
AR,Fountain Hill town,82.1
AR,Fountain Lake town,88.3
AR,Fourche town,68.6
AR,Franklin town,83.3
AR,Fredonia (Biscoe) town,78.5
AR,Friendship town,80.4
AR,Fulton town,67.5
AR,Garfield town,83.9
AR,Garland town,80.5
AR,Garner town,68.2
AR,Gassville city,87.4
AR,Gateway town,79.6
AR,Gentry city,84.3
AR,Georgetown town,73.8
AR,Gibson CDP,92.8
AR,Gilbert town,93.5
AR,Gillett city,81.2
AR,Gillham town,80.5
AR,Gilmore city,47.6
AR,Glenwood city,76.3
AR,Goshen town,96.3
AR,Gosnell city,82.2
AR,Gould city,77.5
AR,Grady city,86.7
AR,Grannis city,74.8
AR,Gravette city,82.2
AR,Greenbrier city,89.4
AR,Green Forest city,58.9
AR,Greenland city,91.5
AR,Greenway city,62.9
AR,Greenwood city,93.6
AR,Greers Ferry city,81.1
AR,Griffithville town,65.6
AR,Grubbs city,78.9
AR,Guion town,65.7
AR,Gum Springs town,91.8
AR,Gurdon city,83.1
AR,Guy city,91.1
AR,Hackett city,80.5
AR,Hagarville CDP,80
AR,Hamburg city,75.1
AR,Hampton city,81.8
AR,Hardy city,69.2
AR,Harrell town,86.5
AR,Harrisburg city,78.5
AR,Harrison city,86.5
AR,Hartford city,80.1
AR,Hartman city,84
AR,Haskell city,87.2
AR,Hatfield town,76.1
AR,Havana city,85.3
AR,Haynes town,86.3
AR,Hazen city,76
AR,Heber Springs city,88.3
AR,Hector town,70.9
AR,Helena-West Helena city,77.1
AR,Hensley CDP,56.7
AR,Hermitage city,72.9
AR,Hickory Ridge city,71.6
AR,Higden town,87.3
AR,Higginson town,81.5
AR,Highfill town,87.3
AR,Highland city,86.5
AR,Hindsville town,67.6
AR,Holiday Island CDP,95.4
AR,Holland city,89.6
AR,Holly Grove city,74.7
AR,Hope city,67.4
AR,Horatio city,62.3
AR,Horseshoe Bend city,85.5
AR,Horseshoe Lake town,81.3
AR,Hot Springs city,85
AR,Hot Springs Village CDP,96.2
AR,Houston town,88.2
AR,Hoxie city,82.9
AR,Hughes city,73.3
AR,Humnoke city,76.1
AR,Humphrey city,83
AR,Hunter town,71.3
AR,Huntington city,71.6
AR,Huntsville city,80
AR,Huttig city,82.3
AR,Imboden town,88.9
AR,Jacksonport town,62.3
AR,Jacksonville city,86
AR,Jasper city,79.6
AR,Jennette town,62.7
AR,Jericho town,61.8
AR,Jerome town,67.9
AR,Johnson city,82.4
AR,Joiner city,59.5
AR,Jonesboro city,89.1
AR,Judsonia city,66.4
AR,Junction City city,80.3
AR,Keiser city,78.7
AR,Kensett city,55.6
AR,Keo town,80.7
AR,Kibler city,81.7
AR,Kingsland city,75.6
AR,Kirby CDP,81.3
AR,Knobel city,72.7
AR,Knoxville town,77.5
AR,Lafe town,81.8
AR,LaGrange town,53.3
AR,Lake City city,81.9
AR,Lake Hamilton CDP,85.4
AR,Lakeview city,92.7
AR,Lake View city,70.9
AR,Lake Village city,78.7
AR,Lamar city,75.4
AR,Landmark CDP,85.7
AR,Lavaca city,83.2
AR,Leachville city,77.1
AR,Lead Hill town,82.7
AR,Leola town,70.3
AR,Lepanto city,76
AR,Leslie city,70.4
AR,Letona town,77.3
AR,Lewisville city,76.6
AR,Lexa town,71.2
AR,Lincoln city,73.1
AR,Little Flock city,91
AR,Little Rock city,90.7
AR,Lockesburg city,82.7
AR,London city,74.8
AR,Lonoke city,84.7
AR,Lonsdale town,94.6
AR,Lost Bridge Village CDP,93.7
AR,Louann town,86.3
AR,Lowell city,82.6
AR,Luxora city,70.7
AR,Lynn town,84
AR,McAlmont CDP,76.1
AR,McCaskill town,70.3
AR,McCrory city,68.6
AR,McDougal town,74.1
AR,McGehee city,84.8
AR,McNab town,85.3
AR,McNeil city,86.8
AR,McRae city,74.2
AR,Madison city,80
AR,Magazine city,77.5
AR,Magness town,78.6
AR,Magnet Cove CDP,92.3
AR,Magnolia city,84.3
AR,Malvern city,83.9
AR,Mammoth Spring city,84.7
AR,Manila city,80.7
AR,Mansfield city,82.7
AR,Marianna city,70.6
AR,Marie town,54.8
AR,Marion city,89.3
AR,Marked Tree city,72.9
AR,Marmaduke city,83.4
AR,Marshall city,80.3
AR,Marvell city,79.4
AR,Maumelle city,96.9
AR,Mayflower city,81.9
AR,Maynard town,74.3
AR,Maysville CDP,100
AR,Melbourne city,86.9
AR,Mena city,88.8
AR,Menifee town,92.7
AR,Midland town,56.5
AR,Midway CDP,81.2
AR,Midway town,87.7
AR,Mineral Springs city,80.2
AR,Minturn town,67.9
AR,Mitchellville city,68.2
AR,Monette city,81.9
AR,Monticello city,81.6
AR,Montrose city,76.4
AR,Moorefield town,91.5
AR,Moro town,80.8
AR,Morrilton city,80.3
AR,Morrison Bluff town,92.1
AR,Mountainburg city,83.5
AR,Mountain Home city,88
AR,Mountain Pine city,69.4
AR,Mountain View city,68.6
AR,Mount Ida city,83.1
AR,Mount Pleasant town,87.9
AR,Mount Vernon town,90.5
AR,Mulberry city,82.5
AR,Murfreesboro city,77.6
AR,Nashville city,71.2
AR,Natural Steps CDP,97.7
AR,Newark city,76.5
AR,New Blaine CDP,86.2
AR,New Edinburg CDP,89.4
AR,Newport city,77.5
AR,Nimmons town,59.5
AR,Norfork city,79.8
AR,Norman town,64.2
AR,Norphlet city,89.2
AR,North Crossett CDP,87.1
AR,North Little Rock city,87.9
AR,Oak Grove town,69.9
AR,Oak Grove Heights town,86.4
AR,Oakhaven town,91.5
AR,Oden town,95.8
AR,Ogden city,83.3
AR,Oil Trough town,93.8
AR,O'Kean town,75.3
AR,Okolona town,79.6
AR,Ola city,74.1
AR,Omaha town,78
AR,Oppelo city,88.6
AR,Osceola city,76.7
AR,Oxford city,75.5
AR,Ozan town,95
AR,Ozark city,78.4
AR,Palestine city,70.3
AR,Pangburn city,81.1
AR,Paragould city,84.1
AR,Paris city,78.3
AR,Parkdale city,65.9
AR,Parkin city,70.3
AR,Patmos town,95
AR,Patterson city,69.9
AR,Peach Orchard city,71.2
AR,Pea Ridge city,92.4
AR,Perla town,87.5
AR,Perry town,70.9
AR,Perrytown town,85.4
AR,Perryville city,85.8
AR,Piggott city,79.7
AR,Pindall town,80.9
AR,Pine Bluff city,84.8
AR,Pineville town,79.1
AR,Piney CDP,85.1
AR,Plainview city,72.3
AR,Pleasant Plains town,79.8
AR,Plumerville city,90.3
AR,Pocahontas city,87.8
AR,Pollard city,78.2
AR,Portia town,66.4
AR,Portland city,85.7
AR,Pottsville city,86.8
AR,Powhatan town,73.5
AR,Poyen town,88.4
AR,Prairie Creek CDP,87.7
AR,Prairie Grove city,92.9
AR,Prattsville town,89.5
AR,Prescott city,81
AR,Pyatt town,81.5
AR,Quitman city,79.5
AR,Ratcliff city,83.3
AR,Ravenden town,75.3
AR,Ravenden Springs town,54.4
AR,Reader CDP,44.4
AR,Rector city,84.3
AR,Redfield city,87.9
AR,Reed town,44
AR,Reyno city,78.7
AR,Rison city,78.1
AR,Rockport city,83.7
AR,Rockwell CDP,94.5
AR,Roe town,80.7
AR,Rogers city,82.2
AR,Roland CDP,89.6
AR,Rondo town,59.9
AR,Rose Bud town,78.6
AR,Rosston town,89
AR,Rudy town,84.2
AR,Russell town,76.3
AR,Russellville city,81.3
AR,Rye CDP,65.1
AR,St. Charles town,77.5
AR,St. Francis city,85.9
AR,St. Joe town,76.6
AR,St. Paul town,72.3
AR,Salem city,77.8
AR,Salem CDP,93.4
AR,Salesville city,86.5
AR,Scott CDP,100
AR,Scranton city,88.8
AR,Searcy city,89.7
AR,Sedgwick town,81.4
AR,Shannon Hills city,90.7
AR,Sheridan city,90.4
AR,Sherrill town,80.9
AR,Sherwood city,93.9
AR,Shirley town,88.1
AR,Sidney town,89.2
AR,Siloam Springs city,78.4
AR,Smackover city,88.2
AR,Smithville town,90.1
AR,South Lead Hill town,96.2
AR,Southside city,83.4
AR,Sparkman city,65.5
AR,Springdale city,71.7
AR,Springtown town,90.5
AR,Stamps city,83.1
AR,Star City city,81.4
AR,Staves CDP,83.1
AR,Stephens city,81.8
AR,Strawberry town,84.5
AR,Strong city,74.4
AR,Stuttgart city,82
AR,Subiaco town,87.5
AR,Success town,66.3
AR,Sulphur Rock town,84.3
AR,Sulphur Springs city,83.7
AR,Sulphur Springs CDP,90.1
AR,Summit city,70.9
AR,Sunset town,62.1
AR,Sweet Home CDP,81.1
AR,Swifton city,85
AR,Taylor city,76.2
AR,Texarkana city,85.1
AR,Thornton city,80.2
AR,Tillar city,79.5
AR,Tinsman town,71.9
AR,Tollette town,86.2
AR,Tontitown city,95.4
AR,Traskwood city,88.6
AR,Trumann city,77.2
AR,Tuckerman city,76.2
AR,Tull town,88.2
AR,Tumbling Shoals CDP,87
AR,Tupelo town,76.1
AR,Turrell city,65.2
AR,Twin Groves town,81.5
AR,Tyronza city,87.2
AR,Ulm town,92.2
AR,Valley Springs town,87.7
AR,Van Buren city,86
AR,Vandervoort town,67.6
AR,Victoria town,42.3
AR,Vilonia city,94.7
AR,Viola town,84.2
AR,Wabbaseka town,77
AR,Waldenburg town,62.8
AR,Waldo city,75.7
AR,Waldron city,71.5
AR,Walnut Ridge city,85.3
AR,Ward city,81.1
AR,Warren city,75.8
AR,Washington city,85.9
AR,Watson city,71.7
AR,Weiner city,81.8
AR,Weldon town,67.9
AR,West Crossett CDP,82.2
AR,Western Grove town,82.2
AR,West Fork city,88.2
