Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
AL,Summerdale town,86.4,5.8,1.4,0.1,5.1
AL,Susan Moore town,89.5,0,0.5,0.4,9.6
AL,Sweet Water town,91.1,7.8,0,0,1.2
AL,Sylacauga city,66.6,30.2,0.4,0.5,2.3
AL,Sylvania town,86.7,0.2,0.8,0.2,11.2
AL,Sylvan Springs town,97.3,1.4,0.5,0,0.5
AL,Talladega city,47.7,48.7,0.3,0.5,3.4
AL,Talladega Springs town,89.8,7.8,0,0,0
AL,Tallassee city,72.4,23.4,0.4,0.6,3
AL,Tarrant city,39,52.3,0.8,0.3,9
AL,Taylor town,87.5,7.2,0.8,0.1,5.2
AL,Theodore CDP,79.7,13.3,1.1,2.4,3.2
AL,Thomaston town,44.1,53.2,1.4,0.5,0.2
AL,Thomasville city,46.8,51.3,0.2,0.7,1.3
AL,Thorsby town,89.7,5.7,0.1,0.6,5.7
AL,Tibbie CDP,87.8,0,7.3,0,4.9
AL,Tidmore Bend CDP,93.4,4.2,0.7,0.2,1
AL,Tillmans Corner CDP,82.2,11.4,0.6,2.1,3.8
AL,Town Creek town,52.4,36,2.1,0.1,6.5
AL,Toxey town,68.6,31.4,0,0,1.5
AL,Trafford town,92.7,6.2,0.2,0,0.9
AL,Triana town,21.4,74.4,0.4,0,3.8
AL,Trinity town,88.6,6.7,1.1,0.2,3.3
AL,Troy city,55,39,0.4,3.4,2
AL,Trussville city,90.3,6.6,0.2,1.6,1.3
AL,Tuscaloosa city,53.8,41.5,0.2,1.8,3
AL,Tuscumbia city,75.9,21.2,0.4,0.3,1.4
AL,Tuskegee city,1.9,95.8,0.1,0.5,1.3
AL,Twin town,98,0,0,0,2.8
AL,Underwood-Petersville CDP,91.3,6.2,0.2,0.6,1
AL,Union town,3.4,95.4,0.8,0,0.4
AL,Union Grove town,93.5,0,0,0,6.5
AL,Union Springs city,12.9,71.8,0.2,0.4,17
AL,Uniontown town,9.1,90.6,0,0,0.5
AL,Uriah CDP,70.1,20.7,4.1,0.3,2
AL,Valley city,64,33,0.1,1.2,1.7
AL,Valley Grande city,75.2,23,0.4,0.4,0.5
AL,Valley Head town,91.9,1.8,0.9,0.2,3
AL,Vance town,88.8,7.2,0.4,0.6,5.6
AL,Vandiver CDP,97.9,0.7,0.2,0.1,1.4
AL,Vernon city,79.4,18.1,0.3,0,1.7
AL,Vestavia Hills city,90.4,3.8,0.2,3.8,2.5
AL,Vina town,94.7,1.1,0.3,0.6,2.2
AL,Vincent town,78.7,19.8,0.4,0.1,0.7
AL,Vinegar Bend CDP,15.1,79.2,2.6,0.5,0
AL,Vredenburgh town,6.7,92.9,0.3,0,1.3
AL,Wadley town,57.9,36.2,0.1,0,4.4
AL,Waldo town,63.3,36,0,0,0
AL,Walnut Grove town,96.6,0,0.6,0.1,1.6
AL,Warrior city,83.1,14.2,0.2,0.4,0.8
AL,Waterloo town,99,0.5,0.5,0,0
AL,Waverly town,87.6,11.7,0,0,2.8
AL,Weaver city,81.4,13.6,0.7,1.1,3
AL,Webb town,74.8,18.7,0.7,0.3,6.2
AL,Wedowee town,68.4,30.9,0.4,0.1,1.3
AL,Weogufka CDP,99.3,0,0,0.4,1.1
AL,West Blocton town,85.6,13.2,0.4,0.1,0.1
AL,West End-Cobb Town CDP,76.1,20.9,0.5,0.2,1.6
AL,West Jefferson town,96.7,1.2,0,0,0.3
AL,Westover town,93.6,2.5,0.9,0.5,2.3
AL,West Point town,95.6,0,0.7,0.5,6
AL,Wetumpka city,67.9,26.1,0.6,1.1,3.8
AL,Whatley CDP,72,26.7,0,0.7,2
AL,White Hall town,2.4,95.6,0.2,0,0.9
AL,White Plains CDP,96.7,1.7,0.4,0.2,1.4
AL,Whitesboro CDP,96.7,0.7,0.7,0.3,1.1
AL,Wilsonville town,89.6,7.2,0.4,0.1,2.6
AL,Wilton town,71.5,22.7,0,0.1,4.7
AL,Winfield city,92.9,4.5,0.3,0.3,2
AL,Woodland town,92.9,2.2,0,0,3.8
AL,Woodstock town,94.3,3.4,0.1,0.1,2.1
AL,Woodville town,94,0.5,2,0.3,2.3
AL,Yellow Bluff town,0.5,99.5,0,0,0
AL,York city,13.6,85.6,0.2,0,1
AK,Adak city,19.6,4,5.5,52.5,8.9
AK,Akhiok city,8.5,1.4,50.7,1.4,11.3
AK,Akiachak CDP,3.5,0.2,95.1,0.2,0.2
AK,Akiak city,5.2,0,92.8,0,0.3
AK,Akutan city,23.3,17.9,5.5,43.3,20.8
AK,Alakanuk city,2.1,0,95,0.4,0
AK,Alatna CDP,2.7,0,97.3,0,0
AK,Alcan Border CDP,90.9,0,0,0,9.1
AK,Aleknagik city,15.1,0,75.8,0,0
AK,Aleneva CDP,100,0,0,0,0
AK,Allakaket city,1,0,95.2,0,0
AK,Ambler city,11.2,0.4,84.5,0,0
AK,Anaktuvuk Pass city,7.1,0.3,83.3,0,2.2
AK,Anchorage municipality,66,5.6,7.9,8.1,7.6
AK,Anchor Point CDP,90.2,0.3,3.8,0.9,2.2
AK,Anderson city,87.8,1.6,2.8,0.8,3.7
AK,Angoon city,10.5,0.9,75.8,0,7.8
AK,Aniak city,20.4,0.2,69.5,0,1.2
AK,Anvik city,3.5,0,92.9,0,0
AK,Arctic Village CDP,4.6,0,88.8,0,0
AK,Atka city,4.9,0,95.1,0,0
AK,Atmautluak CDP,1.4,0.7,97.8,0,0
AK,Atqasuk city,6.9,0,92.3,0,0
AK,Attu Station CDP,90.5,0,4.8,0,19
AK,Badger CDP,83.8,2.7,4.9,1.7,4.5
AK,Barrow city,16.9,1,61.2,9.1,3.1
AK,Bear Creek CDP,80.9,0.6,10.7,1.6,1.8
AK,Beaver CDP,1.2,0,97.6,0,4.8
AK,Beluga CDP,90,0,10,0,0
AK,Bethel city,23.3,0.9,65,2.5,2.2
AK,Bettles city,75,8.3,0,0,0
AK,Big Delta CDP,92.6,0.2,2.4,0.3,1.5
AK,Big Lake CDP,86.1,0.2,7,0.5,3.1
AK,Birch Creek CDP,0,0,100,0,0
AK,Brevig Mission city,4.6,0.5,91.5,0,0.5
AK,Buckland city,2.6,0,95.4,0,0
AK,Buffalo Soapstone CDP,84.1,1.6,3.3,0.5,3.2
AK,Butte CDP,90.4,0.3,4.3,0.6,3.1
AK,Cantwell CDP,77.2,0.5,15.5,0,1.4
AK,Central CDP,92.7,0,4.2,0,1
AK,Chalkyitsik CDP,14.5,0,85.5,0,0
AK,Chase CDP,100,0,0,0,0
AK,Chefornak city,3.3,0.2,95.7,0,0
AK,Chena Ridge CDP,83.8,1.3,6.2,1.8,3.2
AK,Chenega CDP,39.5,0,52.6,0,2.6
AK,Chevak city,2.3,0,94.9,0.3,0.1
AK,Chickaloon CDP,86.4,0,6.3,0.7,1.5
AK,Chicken CDP,100,0,0,0,14.3
AK,Chignik city,34.1,0,57.1,3.3,1.1
AK,Chignik Lagoon CDP,20.5,0,62.8,1.3,3.8
AK,Chignik Lake CDP,2.7,0,94.5,0,0
AK,Chiniak CDP,91.5,0,4.3,0,0
AK,Chisana CDP,(X),(X),(X),(X),(X)
AK,Chistochina CDP,36.6,0,53.8,0,0
AK,Chitina CDP,64.3,0,19.8,0,2.4
AK,Chuathbaluk city,3.4,1.7,88.1,0,2.5
AK,Circle CDP,9.6,0,84.6,0,1.9
AK,Clam Gulch CDP,85.2,0,5.7,0,0.6
AK,Clark's Point city,11.3,0,88.7,0,0
AK,Coffman Cove city,94.3,0,4,0,1.1
AK,Cohoe CDP,89.5,0.4,4.5,0.4,2.2
AK,Cold Bay city,74.1,1.9,12,1.9,4.6
AK,Coldfoot CDP,90,0,10,0,0
AK,College CDP,73.1,3.2,9.5,4.6,5.3
AK,Cooper Landing CDP,95.5,0,1.4,0.7,0
AK,Copper Center CDP,45.7,0,48.5,0.3,3
AK,Cordova city,70.3,0.4,8.8,10.9,4.2
AK,Covenant Life CDP,91.9,0,5.8,1.2,0
AK,Craig city,65,0.3,20,0.7,3.2
AK,Crooked Creek CDP,7.6,0,83.8,0,0
AK,Crown Point CDP,83.8,4.1,4.1,4.1,5.4
AK,Deering city,9,0,86.9,0,0
AK,Delta Junction city,88.1,1.8,3.2,1.1,4.7
AK,Deltana CDP,92.1,0.9,2.5,0.9,2.4
AK,Diamond Ridge CDP,91.7,0.2,3.1,1.3,2.1
AK,Dillingham city,30.7,0.4,55.9,1.3,2.9
AK,Diomede city,4.3,0,92.2,0,0
AK,Dot Lake CDP,69.2,0,23.1,0,0
AK,Dot Lake Village CDP,8.1,0,82.3,0,0
AK,Dry Creek CDP,100,0,0,0,4.3
AK,Eagle city,90.7,0,8.1,0,0
AK,Eagle Village CDP,55.2,1.5,38.8,1.5,0
AK,Edna Bay CDP,97.6,2.4,0,0,0
AK,Eek city,2.4,0,97.6,0,1
AK,Egegik city,47.7,0,39.4,0,1.8
AK,Eielson AFB CDP,80.3,7.8,0.9,2.6,7.9
AK,Ekwok city,5.2,0,90.4,0,2.6
AK,Elfin Cove CDP,70,0,5,0,0
AK,Elim city,7.3,0,89.7,0.3,0.3
AK,Emmonak city,3.1,0,96.3,0.1,0.1
AK,Ester CDP,84.6,2.1,6.7,1.2,3.3
AK,Eureka Roadhouse CDP,75.9,0,6.9,3.4,6.9
AK,Evansville CDP,46.7,0,53.3,0,0
AK,Excursion Inlet CDP,75,0,0,0,8.3
AK,Fairbanks city,66.1,9,10,3.6,9
AK,False Pass city,20,0,77.1,2.9,0
AK,Farmers Loop CDP,84,0.8,6.3,1.8,2.9
AK,Farm Loop CDP,88.8,0.8,4.2,0.9,1.9
AK,Ferry CDP,97,0,0,0,0
AK,Fishhook CDP,87.5,0.6,3.6,1.2,2.8
AK,Flat CDP,(X),(X),(X),(X),(X)
AK,Fort Greely CDP,78.3,4.3,1.9,1.5,13.2
AK,Fort Yukon city,7.7,0.5,89.2,0.2,0.3
AK,Four Mile Road CDP,53.5,0,30.2,2.3,0
AK,Fox CDP,82,0.5,7.4,0.7,5.3
AK,Fox River CDP,98.8,0,0,1.2,0
AK,Fritz Creek CDP,89.9,0.5,2.9,0.8,2.6
AK,Funny River CDP,91,0.1,4.6,0.2,1.1
AK,Gakona CDP,79.4,0,19.7,0,0.9
AK,Galena city,29.4,0,63.6,0.6,2.3
AK,Gambell city,3.8,0,95.6,0.1,0.4
AK,Game Creek CDP,100,0,0,0,0
AK,Gateway CDP,85.3,1,4.2,1.8,3.7
AK,Glacier View CDP,94,0,0.9,0.4,3
AK,Glennallen CDP,77.4,0.4,7.7,0.6,1.4
AK,Goldstream CDP,89,0.6,3.4,0.7,2.5
AK,Golovin city,4.5,0,92.9,0,0.6
AK,Goodnews Bay city,4.5,0,94.7,0,0.4
AK,Grayling city,6.7,0,87.1,0,0
AK,Gulkana CDP,23.5,0,76.5,0,4.2
AK,Gustavus city,91.4,0,2.7,1.1,1.6
AK,Haines CDP,81.1,0.6,11.2,0.5,1.7
AK,Halibut Cove CDP,86.8,0,6.6,0,1.3
AK,Happy Valley CDP,87.5,0.2,5.9,0.3,2
AK,Harding-Birch Lakes CDP,93.3,0.3,3.3,0,2.7
AK,Healy CDP,91.5,0.4,2.1,1.6,2.1
AK,Healy Lake CDP,15.4,0,84.6,0,0
AK,Hobart Bay CDP,0,0,100,0,0
AK,Hollis CDP,89.3,0,4.5,0.9,0.9
AK,Holy Cross city,4.5,0,91.6,0,0
AK,Homer city,89.3,0.4,4.1,1,2.1
AK,Hoonah city,32.6,0.4,52.5,0.5,3
AK,Hooper Bay city,1.9,0,94.6,0,0
AK,Hope CDP,88,0,4.2,0.5,3.1
AK,Houston city,82.2,0.4,6.7,0.6,3.3
AK,Hughes city,1.3,2.6,96.1,0,0
AK,Huslia city,6.5,0,92.4,0,0
AK,Hydaburg city,11.4,0.5,77.1,0,3.2
AK,Hyder CDP,90.8,0,1.1,0,2.3
AK,Igiugig CDP,28,0,40,0,12
AK,Iliamna CDP,33,0,54.1,0,3.7
AK,Ivanof Bay CDP,0,0,100,0,0
AK,Juneau city and borough,69.7,0.9,11.8,6.1,5.1
AK,Kachemak city,91.7,0,4,1.3,2.1
AK,Kake city,17.1,0.2,69.1,0,1.8
AK,Kaktovik city,10,0,88.7,0,0
AK,Kalifornsky CDP,87.2,0.4,5,0.9,3.5
AK,Kaltag city,5.8,0,91.6,0,0
AK,Karluk CDP,5.4,0,94.6,0,0
AK,Kasaan city,53.1,0,34.7,2,0
AK,Kasigluk CDP,3.3,0,94.7,0,0.2
AK,Kasilof CDP,87.8,0.2,4.2,0.5,2.4
AK,Kenai city,79.9,0.7,8.9,1.5,4.5
AK,Kenny Lake CDP,83.4,0.3,8.2,0.3,3.4
AK,Ketchikan city,60.7,0.8,16.7,10.8,4.4
AK,Kiana city,6.6,0.3,90.3,0,0.3
AK,King Cove city,16.2,1,38.4,36.5,11.2
AK,King Salmon CDP,61.2,0,27.8,1.3,2.7
AK,Kipnuk CDP,2,0,97.7,0,0
AK,Kivalina city,2.1,0,96.3,0,0
AK,Klawock city,38.4,0.3,48.3,0.5,2.8
AK,Klukwan CDP,8.4,0,80,1.1,2.1
AK,Knik-Fairview CDP,84.3,1,5.3,1.4,4.1
AK,Knik River CDP,88.4,1.3,3.8,1.2,3.1
AK,Kobuk city,8.6,0,90.1,0.7,2.6
AK,Kodiak city,40.3,0.5,9.9,37.4,9.4
AK,Kodiak Station CDP,85.9,2.6,0.8,1.3,9.8
AK,Kokhanok CDP,9.4,0,80,0,1.8
AK,Koliganek CDP,3.3,0,95.7,0,0
AK,Kongiganak CDP,2.1,0,95.7,0,1.8
AK,Kotlik city,1.9,0,97.2,0.3,0.2
AK,Kotzebue city,16,0.9,73.6,1.2,1.3
AK,Koyuk city,3.6,0,88.9,0.3,0
AK,Koyukuk city,1,0,96.9,0,0
AK,Kupreanof city,88.9,0,0,7.4,0
AK,Kwethluk city,2.2,0,94.2,0.1,0
AK,Kwigillingok CDP,3.4,0,95,0,0
AK,Lake Louise CDP,97.8,0,2.2,0,4.3
AK,Lake Minchumina CDP,61.5,0,15.4,0,0
AK,Lakes CDP,85,0.9,5.2,0.9,4.2
AK,Larsen Bay city,24.1,0,71.3,0,0
AK,Lazy Mountain CDP,89.9,0.3,3.4,0.8,3.2
AK,Levelock CDP,10.1,0,84.1,0,0
AK,Lime Village CDP,3.4,0,93.1,0,0
AK,Livengood CDP,69.2,0,23.1,0,0
AK,Loring CDP,25,0,25,0,0
AK,Lowell Point CDP,96.3,0,3.8,0,0
AK,Lower Kalskag city,2.5,0.4,92.2,0,0
AK,Lutak CDP,91.8,0,2,0,0
AK,McCarthy CDP,96.4,0,0,0,0
AK,McGrath city,41.6,0,36.7,0.6,2.6
AK,McKinley Park CDP,94.1,0,0,0.5,3.2
AK,Manley Hot Springs CDP,70.8,0,13.5,0,6.7
AK,Manokotak city,3.6,0,95.7,0,0.2
AK,Marshall city,2.7,0,94.7,0.2,0.2
AK,Meadow Lakes CDP,85.2,0.7,5.8,1,3.4
AK,Mekoryuk city,3.1,0,93.2,0,0
AK,Mendeltna CDP,87.2,0,0,0,5.1
AK,Mentasta Lake CDP,23.2,0,75.9,0,0
AK,Mertarvik CDP,(X),(X),(X),(X),(X)
AK,Metlakatla CDP,10,0.4,82.7,0.1,1.9
AK,Minto CDP,4.3,0,90.5,0,0.5
AK,Moose Creek CDP,78,5.1,5.1,2.9,4.8
AK,Moose Pass CDP,94.1,1.4,1.4,0.5,2.3
AK,Mosquito Lake CDP,84.5,0,4.2,0.6,3.6
AK,Mountain Village city,4.2,0,91.9,0.7,0.4
AK,Mud Bay CDP,93.9,0,3.8,0.9,2.4
AK,Nabesna CDP,100,0,0,0,0
AK,Naknek CDP,44.5,0,30.3,0.4,2.6
AK,Nanwalek CDP,10.6,0,80.3,0,2
AK,Napakiak city,2.8,0,97.2,0,0
AK,Napaskiak city,3,0,96.5,0,0
AK,Naukati Bay CDP,87.6,0,6.2,0.9,0
AK,Nelchina CDP,86.4,0,8.5,0,0
AK,Nelson Lagoon CDP,21.2,0,75,1.9,1.9
AK,Nenana city,56.1,0.3,37.6,0.3,0.5
AK,New Allakaket CDP,0,0,98.5,0,0
AK,Newhalen city,7.4,0.5,80,0,2.6
AK,New Stuyahok city,3.5,0,93.5,0,1.2
AK,Newtok CDP,2.8,0,96,0.3,0.3
AK,Nightmute city,5,0,94.6,0,2.5
AK,Nikiski CDP,85.6,0.1,7.7,1.1,2.6
AK,Nikolaevsk CDP,92.5,0,3.5,0.3,4.4
AK,Nikolai city,7.4,0,80.9,0,0
AK,Nikolski CDP,5.6,0,94.4,0,0
AK,Ninilchik CDP,78.1,0.2,15.4,0.3,2.6
AK,Noatak CDP,2.5,0.4,94.7,0,0
AK,Nome city,30.4,0.5,54.8,2.2,2.4
AK,Nondalton city,15.9,0,63.4,0,0
AK,Noorvik city,3.7,0.4,88.3,0,0.1
AK,North Pole city,79.6,5.4,3.4,4,6.1
AK,Northway CDP,11.3,0,78.9,1.4,0
AK,Northway Junction CDP,22.2,0,66.7,0,1.9
AK,Northway Village CDP,2,0,77.6,0,0
AK,Nuiqsut city,10,0.2,87.1,0,0
AK,Nulato city,4.9,0,94.3,0,0.8
AK,Nunam Iqua city,5.9,0,91.4,1.1,0
AK,Nunapitchuk city,2.4,0,95.8,0,0
AK,Old Harbor city,11,0,87.6,0,1.4
AK,Oscarville CDP,2.9,0,91.4,1.4,0
AK,Ouzinkie city,10.6,0,79.5,0.6,1.9
AK,Palmer city,79.1,1.8,9.2,1.1,4.6
AK,Paxson CDP,92.5,5,0,0,0
AK,Pedro Bay CDP,28.6,0,66.7,0,0
AK,Pelican city,59.1,0,34.1,0,1.1
AK,Perryville CDP,2.7,0,95.6,0,2.7
AK,Petersburg city,80,0.4,7,3.2,3.7
AK,Petersville CDP,75,0,0,0,0
AK,Pilot Point city,16.2,0,66.2,0,0
AK,Pilot Station city,1.8,0,98.1,0,0
AK,Pitkas Point CDP,1.8,0,97.2,0,0
AK,Platinum city,4.9,0,88.5,1.6,4.9
AK,Pleasant Valley CDP,89.7,0.6,3.7,0.6,1.7
AK,Point Baker CDP,73.3,0,0,0,6.7
AK,Point Hope city,5.8,0.4,89.5,0,1.9
AK,Point Lay CDP,10.6,0,88.4,0,0.5
AK,Point MacKenzie CDP,67.7,4.5,23.3,0.6,3.2
AK,Point Possession CDP,100,0,0,0,0
AK,Pope-Vannoy Landing CDP,50,0,33.3,0,0
AK,Portage Creek CDP,50,0,50,0,0
AK,Port Alexander city,90.4,0,3.8,3.8,1.9
AK,Port Alsworth CDP,67.9,4.4,21.4,0.6,10.1
AK,Port Clarence CDP,95.8,4.2,0,0,12.5
AK,Port Graham CDP,8.5,1.1,71.2,0,0
AK,Port Heiden city,14.7,0,83.3,0,0
AK,Port Lions city,36.1,0,58.8,2.6,1.5
AK,Port Protection CDP,72.9,0,18.8,0,4.2
AK,Primrose CDP,88.5,0,5.1,0,0
AK,Prudhoe Bay CDP,85.2,1.9,7.8,1.6,4
AK,Quinhagak city,2.2,0,93.4,0,0.4
AK,Rampart CDP,4.2,0,95.8,0,0
AK,Red Devil CDP,17.4,0,43.5,0,0
AK,Red Dog Mine CDP,41.4,0,50.8,0.3,2.6
AK,Ridgeway CDP,88,0.1,4.3,0.9,3.5
AK,Ruby city,4.8,0,88.6,0.6,0.6
AK,Russian Mission city,3.2,0,95.8,0,0
AK,St. George city,9.8,0,88.2,0,1
AK,St. Mary's city,3.7,0,91.5,0,0
AK,St. Michael city,5.5,0,92,0,0.7
AK,St. Paul city,11.1,0.4,82.3,0.6,3.5
AK,Salamatof CDP,70.7,0.9,17.9,2.1,3.2
AK,Salcha CDP,89.5,0.8,4.3,1.4,3.3
AK,Sand Point city,17,2.5,39,34.7,6.1
AK,Savoonga city,4.9,0,94.5,0.1,0
AK,Saxman city,30.4,0.7,50.6,0.5,4.1
AK,Scammon Bay city,0.4,0,99.4,0,0
AK,Selawik city,4,0.1,85.4,0,0
AK,Seldovia city,72.5,1.2,13.7,1.2,3.9
AK,Seldovia Village CDP,58.2,1.2,26.1,0.6,2.4
AK,Seward city,68.5,3.1,16.7,2.4,3.6
AK,Shageluk city,3.6,0,90.4,0,0
AK,Shaktoolik city,3.6,0,96,0,0
AK,Shishmaref city,3.6,0,94.8,0.4,0.2
AK,Shungnak city,5.7,0,94.3,0,0.4
AK,Silver Springs CDP,86.8,0,7.9,1.8,0.9
AK,Sitka city and borough,65.3,0.5,16.8,6,4.9
AK,Skagway CDP,91,0,3.7,0.5,2.3
AK,Skwentna CDP,100,0,0,0,0
AK,Slana CDP,83,0.7,12.9,0,0
AK,Sleetmute CDP,23.3,0,76.7,0,1.2
AK,Soldotna city,85.9,0.3,4.3,1.6,3.9
AK,South Naknek CDP,12.7,0,82.3,1.3,0
AK,South Van Horn CDP,76.2,2.7,6.6,1.8,5
AK,Stebbins city,4.3,0.2,95.3,0.2,0
AK,Steele Creek CDP,87.4,0.8,3.8,0.9,3.2
AK,Sterling CDP,89.8,0.1,4.4,0.8,2.7
AK,Stevens Village CDP,6.4,1.3,84.6,0,15.4
AK,Stony River CDP,5.6,0,83.3,1.9,0
AK,Sunrise CDP,94.4,0,0,5.6,0
AK,Susitna CDP,100,0,0,0,0
AK,Susitna North CDP,87.5,0.3,5.3,0.7,2.7
AK,Sutton-Alpine CDP,69.8,2.4,16.8,1.8,4.8
AK,Takotna CDP,50,0,23.1,0,5.8
AK,Talkeetna CDP,91.4,0.3,3.7,0.5,1.8
AK,Tanacross CDP,10.3,0,80.1,0,0
AK,Tanaina CDP,85.9,0.8,4.5,1.2,4.5
AK,Tanana city,9.8,0,86.6,0.4,0.4
AK,Tatitlek CDP,30.7,0,60.2,1.1,3.4
AK,Tazlina CDP,55.2,0,33.7,0.3,0.7
AK,Teller city,3.9,0,96.1,0,0
AK,Tenakee Springs city,94.7,0.8,0.8,0.8,1.5
AK,Tetlin CDP,6.3,0,89.8,0,2.4
AK,Thorne Bay city,91.9,0.2,2.1,0.6,1.7
AK,Togiak city,5.5,0.2,78,0,1.8
AK,Tok CDP,77.9,0.6,12.2,0.4,2.5
AK,Toksook Bay city,4.4,0.3,92,0.2,1
AK,Tolsona CDP,96.7,3.3,0,0,0
AK,Tonsina CDP,87.2,0,9,0,0
AK,Trapper Creek CDP,86.5,0.4,6.4,1,1
AK,Tuluksak CDP,4,0.3,94.9,0,0
AK,Tuntutuliak CDP,2.9,0,95.8,0,0
AK,Tununak CDP,4,0,94.5,0,0
AK,Twin Hills CDP,2.7,0,94.6,0,0
AK,Two Rivers CDP,85.7,0.1,3.6,1,5
AK,Tyonek CDP,5.3,0,88.3,0,5.3
AK,Ugashik CDP,25,0,58.3,0,0
AK,Unalakleet city,15,0.6,77.3,0.6,1
AK,Unalaska city,39.2,6.9,6.1,32.6,15.2
AK,Upper Kalskag city,6.7,0.5,81.4,0,0
AK,Valdez city,81.5,0.6,8.2,1.9,4.7
AK,Venetie CDP,1.8,0,91.6,0.6,1.8
AK,Wainwright city,8.1,0,90.1,0,0.4
AK,Wales city,6.2,0,84.8,0,0
AK,Wasilla city,83.4,1.4,5.2,2.1,4.3
AK,Whale Pass CDP,87.1,0,0,0,3.2
AK,White Mountain city,12.1,0,81.6,0,1.1
AK,Whitestone CDP,93.8,0,0,2.1,5.2
AK,Whitestone Logging Camp CDP,29.4,0,52.9,0,5.9
AK,Whittier city,69.5,0.5,5.5,7.7,5
AK,Willow CDP,90.8,0,5.2,0.8,1.3
AK,Willow Creek CDP,81.7,2.1,9.9,1,4.7
AK,Wiseman CDP,92.9,0,0,0,0
AK,Womens Bay CDP,85.5,0.3,4.7,1.1,1
AK,Wrangell city and borough,72.6,0.2,16.2,1.4,1.6
AK,Yakutat CDP,42.4,0.3,35.8,4.1,2.6
AZ,Aguila CDP,64.7,1,3.6,0.4,69.4
AZ,Ajo CDP,75.1,0.9,9.9,1.1,38.3
AZ,Ak Chin CDP,0,0,100,0,3.3
AZ,Ak-Chin Village CDP,2.7,0.6,75.4,0,27.5
AZ,Alamo Lake CDP,100,0,0,0,0
AZ,Ali Chuk CDP,0.6,0,96.3,0,12.4
AZ,Ali Chukson CDP,0,0,99.2,0,0.8
AZ,Ali Molina CDP,2.8,0,97.2,0,4.2
AZ,Alpine CDP,95.9,0,0.7,0,6.2
AZ,Amado CDP,67.1,0.7,3.4,0.7,48.5
AZ,Anegam CDP,0,0,98.7,0,4.6
AZ,Antares CDP,83.3,0,4.8,1.6,11.1
AZ,Anthem CDP,89.7,1.9,0.6,2.6,9.2
AZ,Apache Junction city,89.5,1.2,1.1,0.8,14.4
AZ,Arivaca CDP,91.5,0.6,1.3,0.6,17.6
AZ,Arivaca Junction CDP,72,0.1,2.2,0,67.6
AZ,Arizona City CDP,73.7,4.2,3.5,0.5,34.2
AZ,Arizona Village CDP,45.3,0.5,37,0.2,25.3
AZ,Arlington CDP,69.1,0.5,1.5,0,29.9
AZ,Ash Fork CDP,80.6,0.8,1.5,0,42.2
AZ,Avenue B and C CDP,63.9,0.9,2.5,0.3,74.7
AZ,Avondale city,58.1,9.3,1.7,3.5,50.3
AZ,Avra Valley CDP,82.6,1.9,2.3,0.3,22.8
AZ,Aztec CDP,38.3,0,0,0,91.5
AZ,Bagdad CDP,86.6,0.5,3,0.3,24.4
AZ,Bear Flat CDP,100,0,0,0,5.6
AZ,Beaver Dam CDP,80.5,0.4,1.2,0.3,26.8
AZ,Beaver Valley CDP,95.7,0,0,0.9,4.8
AZ,Benson city,87.8,1,1,0.7,22.1
AZ,Beyerville CDP,85.3,0,0.6,0,89.8
AZ,Bisbee city,84.2,1.4,1.5,0.5,36.2
AZ,Bitter Springs CDP,0,0,98.9,0,0.9
AZ,Black Canyon City CDP,93.9,0.2,1.3,0.4,5.6
AZ,Blackwater CDP,3.8,0.7,88.2,0,22.1
AZ,Bluewater CDP,74.2,0.3,9.9,1.4,15.2
AZ,Bouse CDP,93.2,0,1.5,0.3,3.9
AZ,Bowie CDP,83.1,0.2,1.6,0.2,43.9
AZ,Brenda CDP,98.2,0,0.7,0.1,2.7
AZ,Bryce CDP,83.4,0,8,0,17.7
AZ,Buckeye town,65.7,7.1,1.8,1.8,38.3
AZ,Buckshot CDP,92.2,0.7,3.3,0,29.4
AZ,Bullhead City city,81.9,1.3,1.1,1.4,23.7
AZ,Burnside CDP,5.6,0,93.1,0,1.9
AZ,Bylas CDP,0.4,0,99.2,0,2.9
AZ,Cactus Flats CDP,83.5,0.9,2,0.1,29.6
AZ,Cactus Forest CDP,86.7,1.5,4.4,0.2,21.4
AZ,Cameron CDP,2.5,0,94,0,4.1
AZ,Campo Bonito CDP,90.5,0,0,0,18.9
AZ,Camp Verde town,81.7,0.5,7.2,0.4,16.4
AZ,Cane Beds CDP,94.4,0.7,2.2,0.2,2
AZ,Canyon Day CDP,0.1,0,99.5,0,1.2
AZ,Carefree town,95.5,0.5,0.3,1.7,2.9
AZ,Carrizo CDP,1.6,0,98.4,0,0.8
AZ,Casa Blanca CDP,1,0.3,96,0.1,13
AZ,Casa Grande city,67.3,4.6,4.6,1.8,39
AZ,Casas Adobes CDP,84.5,2.1,1,3.2,20.9
AZ,Catalina CDP,85.6,0.9,1,1,24.5
AZ,Catalina Foothills CDP,88.9,1.4,0.4,5.2,10
AZ,Cave Creek town,93.7,0.7,0.5,0.8,8.1
AZ,Cedar Creek CDP,3.5,0,95,0,2.8
AZ,Centennial Park CDP,94.6,0.2,0,0.2,5.1
AZ,Central CDP,90.7,0.5,0.6,0.8,14.1
AZ,Central Heights-Midland City CDP,83.5,1.2,2.1,0.4,28.5
AZ,Chandler city,73.3,4.8,1.5,8.2,21.9
AZ,Charco CDP,0,0,98.1,0,11.5
AZ,Chiawuli Tak CDP,0,0,100,0,2.6
