Geographic Area,City,Median Income
AZ,Cordes Lakes CDP,30815
AZ,Cornfields CDP,21250
AZ,Cornville CDP,38900
AZ,Corona de Tucson CDP,90231
AZ,Cottonwood CDP,41875
AZ,Cottonwood city,36440
AZ,Cowlic CDP,-
AZ,Crozier CDP,45208
AZ,Crystal Beach CDP,38625
AZ,Cutter CDP,-
AZ,Dateland CDP,45417
AZ,Deer Creek CDP,55179
AZ,Del Muerto CDP,(X)
AZ,Dennehotso CDP,23500
AZ,Desert Hills CDP,30513
AZ,Dewey-Humboldt town,44167
AZ,Dilkon CDP,30833
AZ,Dolan Springs CDP,19615
AZ,Doney Park CDP,82806
AZ,Donovan Estates CDP,37938
AZ,Douglas city,27975
AZ,Dragoon CDP,65074
AZ,Drexel Heights CDP,45617
AZ,Dripping Springs CDP,32222
AZ,Drysdale CDP,13750
AZ,Dudleyville CDP,56518
AZ,Duncan town,29400
AZ,Eagar town,50675
AZ,East Fork CDP,15994
AZ,East Globe CDP,101313
AZ,East Verde Estates CDP,34408
AZ,Ehrenberg CDP,37125
AZ,El Capitan CDP,74028
AZ,Elephant Head CDP,70060
AZ,Elfrida CDP,38750
AZ,Elgin CDP,73214
AZ,El Mirage city,50326
AZ,Eloy city,31033
AZ,El Prado Estates CDP,33750
AZ,First Mesa CDP,23790
AZ,Flagstaff city,48680
AZ,Florence town,47891
AZ,Flowing Springs CDP,(X)
AZ,Flowing Wells CDP,34138
AZ,Fort Apache CDP,110250
AZ,Fort Defiance CDP,33264
AZ,Fort Mohave CDP,42418
AZ,Fort Thomas CDP,50125
AZ,Fortuna Foothills CDP,50504
AZ,Fort Valley CDP,111345
AZ,Fountain Hills town,73272
AZ,Franklin CDP,(X)
AZ,Fredonia town,46490
AZ,Freedom Acres CDP,43472
AZ,Gadsden CDP,(X)
AZ,Ganado CDP,30556
AZ,Geronimo Estates CDP,-
AZ,Gila Bend town,29795
AZ,Gila Crossing CDP,35500
AZ,Gilbert town,82424
AZ,Gisela CDP,35444
AZ,Glendale city,46776
AZ,Globe city,42405
AZ,Gold Canyon CDP,67876
AZ,Golden Shores CDP,29118
AZ,Golden Valley CDP,33639
AZ,Goodyear city,70323
AZ,Goodyear Village CDP,22361
AZ,Grand Canyon Village CDP,38137
AZ,Grand Canyon West CDP,-
AZ,Greasewood CDP,27222
AZ,Green Valley CDP,46682
AZ,Greer CDP,-
AZ,Guadalupe town,29375
AZ,Gu Oidak CDP,35625
AZ,Hackberry CDP,43750
AZ,Haigler Creek CDP,-
AZ,Haivana Nakya CDP,(X)
AZ,Hard Rock CDP,(X)
AZ,Hayden town,38167
AZ,Heber-Overgaard CDP,30114
AZ,Holbrook city,50240
AZ,Hondah CDP,48125
AZ,Hotevilla-Bacavi CDP,41467
AZ,Houck CDP,20060
AZ,Huachuca City town,31058
AZ,Hunter Creek CDP,-
AZ,Icehouse Canyon CDP,30714
AZ,Indian Wells CDP,28333
AZ,Jakes Corner CDP,(X)
AZ,Jeddito CDP,22917
AZ,Jerome town,30000
AZ,Joseph City CDP,45341
AZ,Kachina Village CDP,52668
AZ,Kaibab CDP,19375
AZ,Kaibito CDP,33083
AZ,Kaka CDP,(X)
AZ,Katherine CDP,33611
AZ,Kayenta CDP,28828
AZ,Keams Canyon CDP,(X)
AZ,Kearny town,43563
AZ,Kingman city,43246
AZ,Kino Springs CDP,33571
AZ,Klagetoh CDP,21875
AZ,Kohatk CDP,-
AZ,Kohls Ranch CDP,(X)
AZ,Komatke CDP,26146
AZ,Ko Vaya CDP,-
AZ,Kykotsmovi Village CDP,32381
AZ,Lake Havasu City city,42847
AZ,Lake Montezuma CDP,50014
AZ,Lake of the Woods CDP,38173
AZ,La Paz Valley CDP,39000
AZ,Lazy Y U CDP,123500
AZ,LeChee CDP,55625
AZ,Leupp CDP,30833
AZ,Linden CDP,47944
AZ,Litchfield Park city,84191
AZ,Littlefield CDP,-
AZ,Littletown CDP,42500
AZ,Lower Santan Village CDP,7175
AZ,Low Mountain CDP,(X)
AZ,Lukachukai CDP,30074
AZ,Lupton CDP,-
AZ,McConnico CDP,-
AZ,McNary CDP,35000
AZ,McNeal CDP,39167
AZ,Maish Vaya CDP,20625
AZ,Mammoth town,35625
AZ,Many Farms CDP,48958
AZ,Marana town,74438
AZ,Maricopa city,65793
AZ,Maricopa Colony CDP,33929
AZ,Martinez Lake CDP,108542
AZ,Mayer CDP,44583
AZ,Mead Ranch CDP,-
AZ,Meadview CDP,25364
AZ,Mesa city,48809
AZ,Mesa del Caballo CDP,30273
AZ,Mescal CDP,49388
AZ,Mesquite Creek CDP,41389
AZ,Miami town,40602
AZ,Miracle Valley CDP,37143
AZ,Moccasin CDP,-
AZ,Moenkopi CDP,49762
AZ,Mohave Valley CDP,44105
AZ,Mojave Ranch Estates CDP,(X)
AZ,Morenci CDP,65706
AZ,Morristown CDP,24091
AZ,Mountainaire CDP,57273
AZ,Munds Park CDP,(X)
AZ,Naco CDP,33393
AZ,Nazlini CDP,28750
AZ,Nelson CDP,39028
AZ,New Kingman-Butler CDP,27675
AZ,New River CDP,74920
AZ,Nogales city,28044
AZ,Nolic CDP,-
AZ,North Fork CDP,45372
AZ,Nutrioso CDP,-
AZ,Oak Springs CDP,39583
AZ,Oatman CDP,(X)
AZ,Oljato-Monument Valley CDP,18125
AZ,Oracle CDP,54029
AZ,Orange Grove Mobile Manor CDP,23884
AZ,Oro Valley town,77770
AZ,Oxbow Estates CDP,(X)
AZ,Padre Ranchitos CDP,44432
AZ,Page city,57161
AZ,Palominas CDP,(X)
AZ,Paradise Valley town,151184
AZ,Parker town,43271
AZ,Parker Strip CDP,52132
AZ,Parks CDP,55185
AZ,Patagonia town,19157
AZ,Paulden CDP,42794
AZ,Payson town,42856
AZ,Peach Springs CDP,34044
AZ,Peeples Valley CDP,49545
AZ,Peoria city,65314
AZ,Peridot CDP,40500
AZ,Phoenix city,47326
AZ,Picacho CDP,36250
AZ,Picture Rocks CDP,55643
AZ,Pima town,47277
AZ,Pimaco Two CDP,31438
AZ,Pinal CDP,(X)
AZ,Pine CDP,62550
AZ,Pinedale CDP,58534
AZ,Pine Lake CDP,-
AZ,Pinetop Country Club CDP,62850
AZ,Pinetop-Lakeside town,58875
AZ,Pinion Pines CDP,69605
AZ,Pinon CDP,36161
AZ,Pirtleville CDP,18125
AZ,Pisinemo CDP,26250
AZ,Poston CDP,23988
AZ,Prescott city,44846
AZ,Prescott Valley town,42571
AZ,Quartzsite town,29863
AZ,Queen Creek town,83678
AZ,Queen Valley CDP,38500
AZ,Rainbow City CDP,39000
AZ,Rancho Mesa Verde CDP,21891
AZ,Red Mesa CDP,42321
AZ,Red Rock CDP (Apache County),25625
AZ,Red Rock CDP (Pinal County),57917
AZ,Rillito CDP,-
AZ,Rincon Valley CDP,89000
AZ,Rio Rico CDP,50773
AZ,Rio Verde CDP,101855
AZ,Rock House CDP,-
AZ,Rock Point CDP,26607
AZ,Roosevelt CDP,-
AZ,Rough Rock CDP,39464
AZ,Round Rock CDP,24167
AZ,Round Valley CDP,81360
AZ,Rye CDP,(X)
AZ,Sacate Village CDP,(X)
AZ,Sacaton CDP,30147
AZ,Sacaton Flats Village CDP,29643
AZ,Saddlebrooke CDP,67834
AZ,Safford city,46277
AZ,Sahuarita town,66339
AZ,St. David CDP,42941
AZ,St. Johns city,39348
AZ,St. Johns CDP,32188
AZ,St. Michaels CDP,42206
AZ,Salome CDP,32175
AZ,San Carlos CDP,25363
AZ,Sanders CDP,21125
AZ,San Jose CDP,43375
AZ,San Luis city,30637
AZ,San Manuel CDP,43629
AZ,San Miguel CDP,26719
AZ,San Simon CDP,34531
AZ,Santa Cruz CDP,-
AZ,San Tan Valley CDP,59769
AZ,Santa Rosa CDP,27279
AZ,Sawmill CDP,25750
AZ,Scenic CDP,33735
AZ,Scottsdale city,73288
AZ,Seba Dalkai CDP,28750
AZ,Second Mesa CDP,31974
AZ,Sedona city,55135
AZ,Sehili CDP,(X)
AZ,Seligman CDP,(X)
AZ,Sells CDP,24063
AZ,Seven Mile CDP,17344
AZ,Shongopovi CDP,39583
AZ,Shonto CDP,35357
AZ,Show Low city,42614
AZ,Sierra Vista city,59091
AZ,Sierra Vista Southeast CDP,52026
AZ,Six Shooter Canyon CDP,52448
AZ,Snowflake town,51938
AZ,So-Hi CDP,22750
AZ,Solomon CDP,51875
AZ,Somerton city,31540
AZ,Sonoita CDP,83229
AZ,South Komelik CDP,18167
AZ,South Tucson city,21964
AZ,Springerville town,35104
AZ,Spring Valley CDP,43083
AZ,Stanfield CDP,4511
AZ,Star Valley town,26746
AZ,Steamboat CDP,22625
AZ,Stotonic Village CDP,8750
AZ,Strawberry CDP,42422
AZ,Summerhaven CDP,-
AZ,Summit CDP,28935
AZ,Sun City CDP,36365
AZ,Sun City West CDP,44614
AZ,Sunizona CDP,24875
AZ,Sun Lakes CDP,51384
AZ,Sun Valley CDP,13151
AZ,Sunwest CDP,-
AZ,Supai CDP,-
AZ,Superior town,41367
AZ,Surprise city,59916
AZ,Sweet Water Village CDP,53235
AZ,Swift Trail Junction CDP,47226
AZ,Tacna CDP,31815
AZ,Tanque Verde CDP,92488
AZ,Tat Momoli CDP,-
AZ,Taylor town,53918
AZ,Teec Nos Pos CDP,30625
AZ,Tees Toh CDP,25625
AZ,Tempe city,49012
AZ,Thatcher town,44167
AZ,Theba CDP,32813
AZ,Three Points CDP,36681
AZ,Tolani Lake CDP,21458
AZ,Tolleson city,31388
AZ,Tombstone city,32140
AZ,Tonalea CDP,23750
AZ,Tonopah CDP,-
AZ,Tonto Basin CDP,31944
AZ,Tonto Village CDP,57000
AZ,Topawa CDP,15313
AZ,Topock CDP,-
AZ,Top-of-the-World CDP,77689
AZ,Toyei CDP,-
AZ,Truxton CDP,30673
AZ,Tsaile CDP,30833
AZ,Tubac CDP,49821
AZ,Tuba City CDP,47091
AZ,Tucson city,37149
AZ,Tucson Estates CDP,43919
AZ,Tumacacori-Carmen CDP,29861
AZ,Turkey Creek CDP,46429
AZ,Tusayan town,36094
AZ,Upper Santan Village CDP,(X)
AZ,Utting CDP,50441
AZ,Vail CDP,81894
AZ,Vaiva Vo CDP,-
AZ,Valencia West CDP,56264
AZ,Valentine CDP,(X)
AZ,Valle CDP,24400
AZ,Valle Vista CDP,52083
AZ,Ventana CDP,"2,500-"
AZ,Verde Village CDP,45254
AZ,Vernon CDP,-
AZ,Vicksburg CDP,36908
AZ,Village of Oak Creek (Big Park) CDP,58882
AZ,Wagon Wheel CDP,46771
AZ,Wahak Hotrontk CDP,(X)
AZ,Wall Lane CDP,30000
AZ,Walnut Creek CDP,41250
AZ,Washington Park CDP,46467
AZ,Wellton town,42869
AZ,Wellton Hills CDP,31696
AZ,Wenden CDP,28000
AZ,Wet Camp Village CDP,32031
AZ,Wheatfields CDP,40000
AZ,Whetstone CDP,55694
AZ,Whispering Pines CDP,34286
AZ,Whitecone CDP,20673
AZ,White Hills CDP,48977
AZ,White Mountain Lake CDP,24297
AZ,Whiteriver CDP,23571
AZ,Why CDP,(X)
AZ,Wickenburg town,39148
AZ,Wide Ruins CDP,-
AZ,Wikieup CDP,22500
AZ,Wilhoit CDP,34167
AZ,Willcox city,42045
AZ,Williams city,40200
AZ,Williamson CDP,67804
AZ,Willow Canyon CDP,-
AZ,Willow Valley CDP,33591
AZ,Window Rock CDP,42202
AZ,Winkelman town,41250
AZ,Winslow city,34211
AZ,Winslow West CDP,23393
AZ,Wintersburg CDP,68702
AZ,Wittmann CDP,(X)
AZ,Woodruff CDP,-
AZ,Yarnell CDP,26389
AZ,York CDP,41336
AZ,Young CDP,48281
AZ,Youngtown town,38205
AZ,Yucca CDP,27857
AZ,Yuma city,43754
AR,Adona city,(X)
AR,Alexander city,37882
AR,Alicia town,16389
AR,Allport town,22222
AR,Alma city,48859
AR,Almyra town,41042
AR,Alpena town,26250
AR,Altheimer city,35438
AR,Altus city,30956
AR,Amagon town,23750
AR,Amity city,28611
AR,Anthonyville town,19400
AR,Antoine town,40000
AR,Arkadelphia city,28581
AR,Arkansas City city,38250
AR,Ashdown city,33696
AR,Ash Flat city,22946
AR,Atkins city,40122
AR,Aubrey town,(X)
AR,Augusta city,28495
AR,Austin city,70652
AR,Avilla CDP,59806
AR,Avoca town,54375
AR,Bald Knob city,30913
AR,Banks town,21500
AR,Barling city,36491
AR,Bassett town,27143
AR,Batesville city,38092
AR,Bauxite town,36548
AR,Bay city,35984
AR,Bearden city,25417
AR,Beaver town,42143
AR,Beebe city,36558
AR,Beedeville town,22083
AR,Bella Vista city,61290
AR,Bellefonte town,36964
AR,Belleville city,35000
AR,Ben Lomond town,25972
AR,Benton city,51778
AR,Bentonville city,71941
AR,Bergman town,41339
AR,Berryville city,35327
AR,Bethel Heights city,52426
AR,Bigelow town,33750
AR,Big Flat town,(X)
AR,Biggers town,37813
AR,Birdsong town,30833
AR,Black Oak town,37386
AR,Black Rock city,28355
AR,Black Springs town,26250
AR,Blevins city,34875
AR,Blue Eye town,(X)
AR,Blue Mountain town,(X)
AR,Bluff City town,22083
AR,Blytheville city,32958
AR,Bodcaw town,46563
AR,Bonanza city,46071
AR,Bono city,36875
AR,Booneville city,26878
AR,Bradford city,28125
AR,Bradley city,15179
AR,Branch city,28958
AR,Briarcliff city,41250
AR,Brinkley city,23112
AR,Brookland city,40625
AR,Bryant city,60162
AR,Buckner city,35625
AR,Bull Shoals city,35737
AR,Burdette town,50000
AR,Cabot city,57790
AR,Caddo Valley town,42105
AR,Caldwell town,33623
AR,Cale town,27813
AR,Calico Rock city,20526
AR,Calion city,35833
AR,Camden city,25256
AR,Cammack Village city,63750
AR,Campbell Station city,50833
AR,Caraway city,37917
AR,Carlisle city,47069
AR,Carthage city,41364
AR,Casa town,45313
AR,Cash town,29643
AR,Caulksville town,33125
AR,Cave City city,26194
AR,Cave Springs city,68462
AR,Cedarville city,50313
AR,Center Ridge CDP,35000
AR,Centerton city,56552
AR,Central City town,37875
AR,Charleston city,41607
AR,Cherokee City CDP,-
AR,Cherokee Village city,34023
AR,Cherry Valley city,40521
AR,Chester town,20500
AR,Chidester city,21875
AR,Clarendon city,19471
AR,Clarkedale city,84712
AR,Clarksville city,31452
AR,Clinton city,33882
AR,Coal Hill city,33438
AR,College City city,33750
AR,College Station CDP,24130
AR,Colt city,27656
AR,Concord town,36250
AR,Conway city,47504
AR,Corinth town,88056
AR,Corning city,26660
AR,Cotter city,32305
AR,Cotton Plant city,20583
AR,Cove town,35833
AR,Coy town,(X)
AR,Crawfordsville town,42083
AR,Crossett city,31193
AR,Cushman city,28641
AR,Daisy town,37083
AR,Damascus town,43875
AR,Danville city,35365
AR,Dardanelle city,29962
AR,Datto town,40625
AR,Decatur city,34457
AR,Delaplaine town,(X)
AR,Delight city,25714
AR,Dell town,29375
AR,Dennard CDP,17377
AR,Denning town,38750
AR,De Queen city,30048
AR,Dermott city,21017
AR,Des Arc city,27804
AR,De Valls Bluff city,20833
AR,DeWitt city,31000
AR,Diamond City city,28438
AR,Diaz city,30144
AR,Dierks city,32083
AR,Donaldson town,27500
AR,Dover city,33917
AR,Dumas city,21875
AR,Dyer city,45536
AR,Dyess town,42250
AR,Earle city,23098
AR,East Camden town,30524
AR,East End CDP,49420
AR,Edmondson town,26750
AR,Egypt town,38393
AR,Elaine city,20156
AR,El Dorado city,34239
AR,Elkins city,48125
AR,Elm Springs city,67700
AR,Emerson town,28750
AR,Emmet city,34844
AR,England city,31577
AR,Enola town,49167
AR,Etowah town,33750
AR,Eudora city,20104
AR,Eureka Springs city,34208
AR,Evening Shade city,32031
AR,Everton town,45417
AR,Fairfield Bay city,34455
AR,Fargo town,39750
AR,Farmington city,50609
AR,Fayetteville city,39432
AR,Felsenthal town,31964
AR,Fifty-Six city,45625
AR,Fisher city,41000
AR,Flippin city,25033
AR,Fordyce city,31074
AR,Foreman city,37250
AR,Forrest City city,31322
AR,Fort Smith city,35096
AR,Fouke city,28571
AR,Fountain Hill town,28125
AR,Fountain Lake town,48125
AR,Fourche town,34531
AR,Franklin town,43000
AR,Fredonia (Biscoe) town,31875
AR,Friendship town,41875
AR,Fulton town,29063
AR,Garfield town,49479
AR,Garland town,17500
AR,Garner town,49375
AR,Gassville city,33500
AR,Gateway town,45750
AR,Gentry city,38902
AR,Georgetown town,37500
AR,Gibson CDP,56460
AR,Gilbert town,(X)
AR,Gillett city,40938
AR,Gillham town,35208
AR,Gilmore city,24653
AR,Glenwood city,31756
AR,Goshen town,105208
AR,Gosnell city,39583
AR,Gould city,16458
AR,Grady city,14479
AR,Grannis city,40690
AR,Gravette city,41757
AR,Greenbrier city,48250
AR,Green Forest city,37981
AR,Greenland city,55521
AR,Greenway city,40417
AR,Greenwood city,51906
AR,Greers Ferry city,31810
AR,Griffithville town,25625
AR,Grubbs city,37656
AR,Guion town,28214
AR,Gum Springs town,25500
AR,Gurdon city,36150
AR,Guy city,50375
AR,Hackett city,31696
AR,Hagarville CDP,(X)
AR,Hamburg city,30563
AR,Hampton city,26222
AR,Hardy city,16520
AR,Harrell town,28438
AR,Harrisburg city,30030
AR,Harrison city,32323
AR,Hartford city,28646
AR,Hartman city,27917
AR,Haskell city,57331
AR,Hatfield town,20323
AR,Havana city,41875
AR,Haynes town,30625
AR,Hazen city,34231
AR,Heber Springs city,43990
AR,Hector town,38036
AR,Helena-West Helena city,22055
AR,Hensley CDP,(X)
AR,Hermitage city,16250
AR,Hickory Ridge city,31875
AR,Higden town,53750
AR,Higginson town,48350
AR,Highfill town,49875
AR,Highland city,40900
AR,Hindsville town,38750
AR,Holiday Island CDP,37944
AR,Holland city,50089
AR,Holly Grove city,26696
AR,Hope city,24611
AR,Horatio city,28654
AR,Horseshoe Bend city,26528
AR,Horseshoe Lake town,30893
AR,Hot Springs city,29836
AR,Hot Springs Village CDP,54936
AR,Houston town,45500
AR,Hoxie city,27201
AR,Hughes city,18547
AR,Humnoke city,39844
AR,Humphrey city,34318
AR,Hunter town,20313
AR,Huntington city,26771
AR,Huntsville city,26098
AR,Huttig city,30179
AR,Imboden town,30625
AR,Jacksonport town,21250
AR,Jacksonville city,41006
AR,Jasper city,24028
AR,Jennette town,23750
AR,Jericho town,28750
AR,Jerome town,(X)
AR,Johnson city,47135
AR,Joiner city,17250
AR,Jonesboro city,41688
AR,Judsonia city,27398
AR,Junction City city,45556
AR,Keiser city,32500
AR,Kensett city,26086
AR,Keo town,41528
AR,Kibler city,38000
AR,Kingsland city,29038
AR,Kirby CDP,33011
AR,Knobel city,28333
AR,Knoxville town,33889
AR,Lafe town,33438
AR,LaGrange town,18750
AR,Lake City city,37226
AR,Lake Hamilton CDP,55427
AR,Lakeview city,38523
AR,Lake View city,15956
AR,Lake Village city,30486
AR,Lamar city,35411
AR,Landmark CDP,40850
AR,Lavaca city,51667
AR,Leachville city,38500
AR,Lead Hill town,24250
AR,Leola town,27250
AR,Lepanto city,24550
AR,Leslie city,19643
AR,Letona town,32250
AR,Lewisville city,21553
AR,Lexa town,38958
AR,Lincoln city,23692
AR,Little Flock city,44931
AR,Little Rock city,46085
AR,Lockesburg city,28882
AR,London city,32390
AR,Lonoke city,43366
AR,Lonsdale town,51250
AR,Lost Bridge Village CDP,74028
AR,Louann town,30000
AR,Lowell city,53676
AR,Luxora city,25050
AR,Lynn town,30795
AR,McAlmont CDP,33844
AR,McCaskill town,26250
AR,McCrory city,25234
AR,McDougal town,31250
AR,McGehee city,22963
AR,McNab town,43000
AR,McNeil city,20134
AR,McRae city,31964
AR,Madison city,19602
AR,Magazine city,36875
AR,Magness town,26875
AR,Magnet Cove CDP,74330
AR,Magnolia city,34163
AR,Malvern city,26667
AR,Mammoth Spring city,25500
AR,Manila city,30114
AR,Mansfield city,40947
AR,Marianna city,25875
AR,Marie town,(X)
AR,Marion city,61669
AR,Marked Tree city,22674
AR,Marmaduke city,31379
AR,Marshall city,27216
AR,Marvell city,20982
AR,Maumelle city,77574
AR,Mayflower city,42798
AR,Maynard town,26250
AR,Maysville CDP,-
AR,Melbourne city,31890
AR,Mena city,28509
AR,Menifee town,44167
AR,Midland town,(X)
AR,Midway CDP,24597
AR,Midway town,44107
AR,Mineral Springs city,33438
AR,Minturn town,30313
AR,Mitchellville city,18393
AR,Monette city,49732
AR,Monticello city,25123
AR,Montrose city,27708
AR,Moorefield town,46250
AR,Moro town,34821
AR,Morrilton city,27662
AR,Morrison Bluff town,31250
AR,Mountainburg city,33125
AR,Mountain Home city,33255
AR,Mountain Pine city,31333
AR,Mountain View city,23750
AR,Mount Ida city,38631
AR,Mount Pleasant town,32083
AR,Mount Vernon town,48125
AR,Mulberry city,27229
AR,Murfreesboro city,26724
AR,Nashville city,29874
AR,Natural Steps CDP,58854
AR,Newark city,34306
AR,New Blaine CDP,53167
AR,New Edinburg CDP,(X)
AR,Newport city,27838
AR,Nimmons town,21250
AR,Norfork city,35066
AR,Norman town,25625
AR,Norphlet city,35469
AR,North Crossett CDP,36163
AR,North Little Rock city,39591
AR,Oak Grove town,36625
AR,Oak Grove Heights town,52500
AR,Oakhaven town,51875
AR,Oden town,45750
AR,Ogden city,51250
AR,Oil Trough town,35625
AR,O'Kean town,23056
AR,Okolona town,35313
AR,Ola city,(X)
AR,Omaha town,17125
AR,Oppelo city,42500
AR,Osceola city,29359
AR,Oxford city,31250
AR,Ozan town,24375
AR,Ozark city,31555
AR,Palestine city,35648
AR,Pangburn city,33750
AR,Paragould city,40340
AR,Paris city,32647
AR,Parkdale city,18333
AR,Parkin city,18563
AR,Patmos town,41250
AR,Patterson city,31125
AR,Peach Orchard city,26042
AR,Pea Ridge city,55426
AR,Perla town,27656
AR,Perry town,39063
AR,Perrytown town,35000
AR,Perryville city,37137
AR,Piggott city,28358
AR,Pindall town,25000
AR,Pine Bluff city,30719
AR,Pineville town,28125
AR,Piney CDP,27963
AR,Plainview city,49821
AR,Pleasant Plains town,32386
AR,Plumerville city,37083
AR,Pocahontas city,31765
AR,Pollard city,35000
AR,Portia town,24625
AR,Portland city,29375
AR,Pottsville city,45700
AR,Powhatan town,29750
AR,Poyen town,42750
AR,Prairie Creek CDP,51522
AR,Prairie Grove city,58177
AR,Prattsville town,51806
AR,Prescott city,26220
AR,Pyatt town,33438
AR,Quitman city,30341
AR,Ratcliff city,38750
AR,Ravenden town,27596
AR,Ravenden Springs town,31025
AR,Reader CDP,-
AR,Rector city,33156
AR,Redfield city,53393
AR,Reed town,13750
AR,Reyno city,23194
AR,Rison city,23750
AR,Rockport city,40605
AR,Rockwell CDP,58882
AR,Roe town,33125
AR,Rogers city,52943
AR,Roland CDP,31675
AR,Rondo town,16250
AR,Rose Bud town,62222
AR,Rosston town,30000
AR,Rudy town,36250
AR,Russell town,29375
AR,Russellville city,35541
AR,Rye CDP,(X)
AR,St. Charles town,47500
AR,St. Francis city,24167
AR,St. Joe town,32813
AR,St. Paul town,31750
AR,Salem city,24330
AR,Salem CDP,55495
AR,Salesville city,38125
AR,Scott CDP,-
AR,Scranton city,32045
AR,Searcy city,40561
AR,Sedgwick town,44583
AR,Shannon Hills city,54375
AR,Sheridan city,45966
AR,Sherrill town,23750
AR,Sherwood city,58245
AR,Shirley town,25313
AR,Sidney town,31250
AR,Siloam Springs city,43431
AR,Smackover city,34524
AR,Smithville town,46875
AR,South Lead Hill town,41250
AR,Southside city,34694
AR,Sparkman city,26607
AR,Springdale city,42319
AR,Springtown town,30625
AR,Stamps city,25848
AR,Star City city,23958
AR,Staves CDP,54375
AR,Stephens city,32875
AR,Strawberry town,39844
AR,Strong city,19931
AR,Stuttgart city,35349
AR,Subiaco town,42500
AR,Success town,25000
AR,Sulphur Rock town,25114
AR,Sulphur Springs city,23088
AR,Sulphur Springs CDP,50250
AR,Summit city,20357
AR,Sunset town,16786
AR,Sweet Home CDP,34615
AR,Swifton city,27054
AR,Taylor city,35000
AR,Texarkana city,38292
AR,Thornton city,39875
AR,Tillar city,51000
AR,Tinsman town,(X)
AR,Tollette town,27250
AR,Tontitown city,71645
AR,Traskwood city,48250
AR,Trumann city,29303
AR,Tuckerman city,36591
AR,Tull town,46625
AR,Tumbling Shoals CDP,56023
AR,Tupelo town,35625
AR,Turrell city,17353
AR,Twin Groves town,31063
AR,Tyronza city,36094
AR,Ulm town,35417
AR,Valley Springs town,41786
AR,Van Buren city,39414
AR,Vandervoort town,18750
AR,Victoria town,(X)
AR,Vilonia city,66277
AR,Viola town,38214
AR,Wabbaseka town,19875
AR,Waldenburg town,(X)
AR,Waldo city,18505
AR,Waldron city,27130
AR,Walnut Ridge city,34567
AR,Ward city,46655
AR,Warren city,28938
AR,Washington city,36875
AR,Watson city,21250
AR,Weiner city,40500
AR,Weldon town,25625
AR,West Crossett CDP,42788
AR,Western Grove town,38750
AR,West Fork city,44006
AR,West Memphis city,30627
AR,West Point town,38333
AR,Wheatley city,38636
AR,Whelen Springs town,35000
AR,White Hall city,61477
AR,Wickes town,21845
AR,Widener town,26406
AR,Wiederkehr Village city,58750
AR,Williford town,(X)
AR,Willisville town,38750
AR,Wilmar city,34500
AR,Wilmot city,22188
AR,Wilson city,48000
AR,Wilton city,29792
AR,Winchester town,15750
AR,Winslow city,37917
AR,Winthrop city,51250
AR,Woodlawn CDP,(X)
AR,Woodson CDP,29185
AR,Wooster town,60417
AR,Wrightsville city,31563
AR,Wynne city,39015
AR,Yarborough Landing CDP,35917
AR,Yellville city,29402
AR,Zinc town,18125
CA,Acalanes Ridge CDP,156953
CA,Acampo CDP,152713
