Geographic Area,City,poverty_rate
AZ,Carefree town,9.6
AZ,Carrizo CDP,65.9
AZ,Casa Blanca CDP,60.3
AZ,Casa Grande city,16.9
AZ,Casas Adobes CDP,9.6
AZ,Catalina CDP,10
AZ,Catalina Foothills CDP,6
AZ,Cave Creek town,5.8
AZ,Cedar Creek CDP,52.9
AZ,Centennial Park CDP,41
AZ,Central CDP,6.4
AZ,Central Heights-Midland City CDP,19.8
AZ,Chandler city,10
AZ,Charco CDP,68.8
AZ,Chiawuli Tak CDP,0
AZ,Chilchinbito CDP,59.2
AZ,Chinle CDP,38.8
AZ,Chino Valley town,18.3
AZ,Chloride CDP,29.7
AZ,Christopher Creek CDP,37.8
AZ,Chuichu CDP,0
AZ,Cibecue CDP,64.6
AZ,Cibola CDP,14.8
AZ,Cienega Springs CDP,23.4
AZ,Citrus Park CDP,6
AZ,Clacks Canyon CDP,0
AZ,Clarkdale town,6.6
AZ,Claypool CDP,28.5
AZ,Clay Springs CDP,67.2
AZ,Clifton town,9.2
AZ,Colorado City town,51.5
AZ,Comobabi CDP,0
AZ,Concho CDP,0
AZ,Congress CDP,6.1
AZ,Coolidge city,27.4
AZ,Copper Hill CDP,0
AZ,Cordes Lakes CDP,25.4
AZ,Cornfields CDP,54.7
AZ,Cornville CDP,9.1
AZ,Corona de Tucson CDP,1.3
AZ,Cottonwood CDP,9.6
AZ,Cottonwood city,19.9
AZ,Cowlic CDP,88.9
AZ,Crozier CDP,12.5
AZ,Crystal Beach CDP,17.5
AZ,Cutter CDP,42.2
AZ,Dateland CDP,13.7
AZ,Deer Creek CDP,18.1
AZ,Del Muerto CDP,27.4
AZ,Dennehotso CDP,41.6
AZ,Desert Hills CDP,32.8
AZ,Dewey-Humboldt town,12.1
AZ,Dilkon CDP,44.4
AZ,Dolan Springs CDP,30.5
AZ,Doney Park CDP,8.4
AZ,Donovan Estates CDP,15.3
AZ,Douglas city,32
AZ,Dragoon CDP,20.4
AZ,Drexel Heights CDP,23.7
AZ,Dripping Springs CDP,5.8
AZ,Drysdale CDP,78.5
AZ,Dudleyville CDP,14.3
AZ,Duncan town,28.4
AZ,Eagar town,18
AZ,East Fork CDP,47.8
AZ,East Globe CDP,0
AZ,East Verde Estates CDP,22.4
AZ,Ehrenberg CDP,12.4
AZ,El Capitan CDP,0
AZ,Elephant Head CDP,11.7
AZ,Elfrida CDP,3.4
AZ,Elgin CDP,13
AZ,El Mirage city,19.9
AZ,Eloy city,36.2
AZ,El Prado Estates CDP,26.8
AZ,First Mesa CDP,39.3
AZ,Flagstaff city,24.2
AZ,Florence town,16.8
AZ,Flowing Springs CDP,26.2
AZ,Flowing Wells CDP,23.7
AZ,Fort Apache CDP,0
AZ,Fort Defiance CDP,41.8
AZ,Fort Mohave CDP,9
AZ,Fort Thomas CDP,0
AZ,Fortuna Foothills CDP,10.3
AZ,Fort Valley CDP,9.1
AZ,Fountain Hills town,5.8
AZ,Franklin CDP,26.5
AZ,Fredonia town,19.2
AZ,Freedom Acres CDP,0
AZ,Gadsden CDP,19.5
AZ,Ganado CDP,24.8
AZ,Geronimo Estates CDP,0
AZ,Gila Bend town,27.9
AZ,Gila Crossing CDP,44.6
AZ,Gilbert town,6.6
AZ,Gisela CDP,49.4
AZ,Glendale city,21.7
AZ,Globe city,19.8
AZ,Gold Canyon CDP,5.9
AZ,Golden Shores CDP,7.4
AZ,Golden Valley CDP,25.1
AZ,Goodyear city,8.8
AZ,Goodyear Village CDP,52.1
AZ,Grand Canyon Village CDP,39.3
AZ,Grand Canyon West CDP,-
AZ,Greasewood CDP,41.2
AZ,Green Valley CDP,5.2
AZ,Greer CDP,0
AZ,Guadalupe town,24.8
AZ,Gu Oidak CDP,0
AZ,Hackberry CDP,4.3
AZ,Haigler Creek CDP,0
AZ,Haivana Nakya CDP,60.6
AZ,Hard Rock CDP,18.8
AZ,Hayden town,32
AZ,Heber-Overgaard CDP,24
AZ,Holbrook city,20.6
AZ,Hondah CDP,31.4
AZ,Hotevilla-Bacavi CDP,25.7
AZ,Houck CDP,54.1
AZ,Huachuca City town,32.9
AZ,Hunter Creek CDP,-
AZ,Icehouse Canyon CDP,42.9
AZ,Indian Wells CDP,43.4
AZ,Jakes Corner CDP,43.9
AZ,Jeddito CDP,44.4
AZ,Jerome town,24.2
AZ,Joseph City CDP,31.7
AZ,Kachina Village CDP,11.3
AZ,Kaibab CDP,29.9
AZ,Kaibito CDP,39.7
AZ,Kaka CDP,83.7
AZ,Katherine CDP,4.9
AZ,Kayenta CDP,42.5
AZ,Keams Canyon CDP,21.7
AZ,Kearny town,21.2
AZ,Kingman city,20.7
AZ,Kino Springs CDP,22.7
AZ,Klagetoh CDP,46
AZ,Kohatk CDP,0
AZ,Kohls Ranch CDP,0
AZ,Komatke CDP,64.5
AZ,Ko Vaya CDP,0
AZ,Kykotsmovi Village CDP,27.8
AZ,Lake Havasu City city,13.8
AZ,Lake Montezuma CDP,17.4
AZ,Lake of the Woods CDP,12.9
AZ,La Paz Valley CDP,17.1
AZ,Lazy Y U CDP,11.6
AZ,LeChee CDP,15.3
AZ,Leupp CDP,25.5
AZ,Linden CDP,8.7
AZ,Litchfield Park city,5.1
AZ,Littlefield CDP,0
AZ,Littletown CDP,22.5
AZ,Lower Santan Village CDP,76.4
AZ,Low Mountain CDP,46.7
AZ,Lukachukai CDP,40.2
AZ,Lupton CDP,0
AZ,McConnico CDP,-
AZ,McNary CDP,48.4
AZ,McNeal CDP,17.2
AZ,Maish Vaya CDP,45.9
AZ,Mammoth town,28.5
AZ,Many Farms CDP,31.8
AZ,Marana town,5.8
AZ,Maricopa city,8.1
AZ,Maricopa Colony CDP,41
AZ,Martinez Lake CDP,0
AZ,Mayer CDP,13.9
AZ,Mead Ranch CDP,35.7
AZ,Meadview CDP,19.4
AZ,Mesa city,16.5
AZ,Mesa del Caballo CDP,24.5
AZ,Mescal CDP,12.2
AZ,Mesquite Creek CDP,7.5
AZ,Miami town,21.1
AZ,Miracle Valley CDP,5
AZ,Moccasin CDP,18.2
AZ,Moenkopi CDP,19.9
AZ,Mohave Valley CDP,24.5
AZ,Mojave Ranch Estates CDP,41.5
AZ,Morenci CDP,6.8
AZ,Morristown CDP,11.3
AZ,Mountainaire CDP,4
AZ,Munds Park CDP,15.9
AZ,Naco CDP,40.2
AZ,Nazlini CDP,50.1
AZ,Nelson CDP,30.4
AZ,New Kingman-Butler CDP,30.8
AZ,New River CDP,8.1
AZ,Nogales city,32.7
AZ,Nolic CDP,-
AZ,North Fork CDP,37.6
AZ,Nutrioso CDP,0
AZ,Oak Springs CDP,38.6
AZ,Oatman CDP,43.3
AZ,Oljato-Monument Valley CDP,70.8
AZ,Oracle CDP,18
AZ,Orange Grove Mobile Manor CDP,59.9
AZ,Oro Valley town,5.6
AZ,Oxbow Estates CDP,0
AZ,Padre Ranchitos CDP,74.6
AZ,Page city,14.4
AZ,Palominas CDP,77
AZ,Paradise Valley town,7.2
AZ,Parker town,15.4
AZ,Parker Strip CDP,11
AZ,Parks CDP,8.9
AZ,Patagonia town,29.1
AZ,Paulden CDP,21.8
AZ,Payson town,12.7
AZ,Peach Springs CDP,40.5
AZ,Peeples Valley CDP,20.3
AZ,Peoria city,9.2
AZ,Peridot CDP,40.7
AZ,Phoenix city,23.1
AZ,Picacho CDP,26.3
AZ,Picture Rocks CDP,13.3
AZ,Pima town,22.5
AZ,Pimaco Two CDP,10.3
AZ,Pinal CDP,51
AZ,Pine CDP,5.9
AZ,Pinedale CDP,30.6
AZ,Pine Lake CDP,20.5
AZ,Pinetop Country Club CDP,0
AZ,Pinetop-Lakeside town,22.5
AZ,Pinion Pines CDP,0
AZ,Pinon CDP,29.5
AZ,Pirtleville CDP,45.2
AZ,Pisinemo CDP,70.2
AZ,Poston CDP,25.1
AZ,Prescott city,15.5
AZ,Prescott Valley town,18.2
AZ,Quartzsite town,10.1
AZ,Queen Creek town,8.6
AZ,Queen Valley CDP,2
AZ,Rainbow City CDP,28.3
AZ,Rancho Mesa Verde CDP,31.8
AZ,Red Mesa CDP,17.6
AZ,Red Rock CDP (Apache County),46.2
AZ,Red Rock CDP (Pinal County),11
AZ,Rillito CDP,88.4
AZ,Rincon Valley CDP,4.8
AZ,Rio Rico CDP,15.6
AZ,Rio Verde CDP,7.1
AZ,Rock House CDP,0
AZ,Rock Point CDP,52.3
AZ,Roosevelt CDP,11.5
AZ,Rough Rock CDP,15.9
AZ,Round Rock CDP,45
AZ,Round Valley CDP,1.5
AZ,Rye CDP,20.5
AZ,Sacate Village CDP,79.3
AZ,Sacaton CDP,37.9
AZ,Sacaton Flats Village CDP,51.7
AZ,Saddlebrooke CDP,3.6
AZ,Safford city,16.9
AZ,Sahuarita town,6.2
AZ,St. David CDP,6.3
AZ,St. Johns city,18.3
AZ,St. Johns CDP,46.4
AZ,St. Michaels CDP,24.7
AZ,Salome CDP,27.4
AZ,San Carlos CDP,55.7
AZ,Sanders CDP,46.7
AZ,San Jose CDP,15.8
AZ,San Luis city,30.2
AZ,San Manuel CDP,17.1
AZ,San Miguel CDP,26.5
AZ,San Simon CDP,14.5
AZ,Santa Cruz CDP,-
AZ,San Tan Valley CDP,15.3
AZ,Santa Rosa CDP,51.2
AZ,Sawmill CDP,51
AZ,Scenic CDP,16.2
AZ,Scottsdale city,9.5
AZ,Seba Dalkai CDP,33.9
AZ,Second Mesa CDP,28.4
AZ,Sedona city,8.1
AZ,Sehili CDP,58.8
AZ,Seligman CDP,26.1
AZ,Sells CDP,48.5
AZ,Seven Mile CDP,54.1
AZ,Shongopovi CDP,46.4
AZ,Shonto CDP,29.7
AZ,Show Low city,18.4
AZ,Sierra Vista city,12.7
AZ,Sierra Vista Southeast CDP,15.3
AZ,Six Shooter Canyon CDP,28.9
AZ,Snowflake town,9.9
AZ,So-Hi CDP,18.8
AZ,Solomon CDP,21.2
AZ,Somerton city,31.5
AZ,Sonoita CDP,9.2
AZ,South Komelik CDP,78.1
AZ,South Tucson city,48.7
AZ,Springerville town,36.3
AZ,Spring Valley CDP,29.7
AZ,Stanfield CDP,68.5
AZ,Star Valley town,18
AZ,Steamboat CDP,57.8
AZ,Stotonic Village CDP,60.7
AZ,Strawberry CDP,6
AZ,Summerhaven CDP,0
AZ,Summit CDP,43.4
AZ,Sun City CDP,8.4
AZ,Sun City West CDP,5.4
AZ,Sunizona CDP,39
AZ,Sun Lakes CDP,6.2
AZ,Sun Valley CDP,72.5
AZ,Sunwest CDP,0
AZ,Supai CDP,0
AZ,Superior town,18.2
AZ,Surprise city,9.8
AZ,Sweet Water Village CDP,9.9
AZ,Swift Trail Junction CDP,27
AZ,Tacna CDP,20
AZ,Tanque Verde CDP,6
AZ,Tat Momoli CDP,100
AZ,Taylor town,18.7
AZ,Teec Nos Pos CDP,41.7
AZ,Tees Toh CDP,46.3
AZ,Tempe city,21.6
AZ,Thatcher town,17.1
AZ,Theba CDP,6.9
AZ,Three Points CDP,29.6
AZ,Tolani Lake CDP,45.1
AZ,Tolleson city,29.3
AZ,Tombstone city,21.9
AZ,Tonalea CDP,18.7
AZ,Tonopah CDP,0
AZ,Tonto Basin CDP,25
AZ,Tonto Village CDP,0
AZ,Topawa CDP,65.3
AZ,Topock CDP,100
AZ,Top-of-the-World CDP,9.2
AZ,Toyei CDP,-
AZ,Truxton CDP,16.6
AZ,Tsaile CDP,46.9
AZ,Tubac CDP,7.8
AZ,Tuba City CDP,32.4
AZ,Tucson city,25.3
AZ,Tucson Estates CDP,16
AZ,Tumacacori-Carmen CDP,6
AZ,Turkey Creek CDP,16
AZ,Tusayan town,21.7
AZ,Upper Santan Village CDP,53
AZ,Utting CDP,15.8
AZ,Vail CDP,8.3
AZ,Vaiva Vo CDP,100
AZ,Valencia West CDP,13.4
AZ,Valentine CDP,48.5
AZ,Valle CDP,80.6
AZ,Valle Vista CDP,14.6
AZ,Ventana CDP,100
AZ,Verde Village CDP,19
AZ,Vernon CDP,0
AZ,Vicksburg CDP,9.4
AZ,Village of Oak Creek (Big Park) CDP,7.6
AZ,Wagon Wheel CDP,24.8
AZ,Wahak Hotrontk CDP,23
AZ,Wall Lane CDP,34.1
AZ,Walnut Creek CDP,32.5
AZ,Washington Park CDP,0
AZ,Wellton town,12.7
AZ,Wellton Hills CDP,7.9
AZ,Wenden CDP,30.9
AZ,Wet Camp Village CDP,30.4
AZ,Wheatfields CDP,22
AZ,Whetstone CDP,9.5
AZ,Whispering Pines CDP,79.3
AZ,Whitecone CDP,63.2
AZ,White Hills CDP,18.5
AZ,White Mountain Lake CDP,42.3
AZ,Whiteriver CDP,50.4
AZ,Why CDP,13.6
AZ,Wickenburg town,16.9
AZ,Wide Ruins CDP,100
AZ,Wikieup CDP,16.7
AZ,Wilhoit CDP,24
AZ,Willcox city,18
AZ,Williams city,28.1
AZ,Williamson CDP,8.2
AZ,Willow Canyon CDP,-
AZ,Willow Valley CDP,14.7
AZ,Window Rock CDP,29.2
AZ,Winkelman town,11.6
AZ,Winslow city,30.1
AZ,Winslow West CDP,48.1
AZ,Wintersburg CDP,0
AZ,Wittmann CDP,9.9
AZ,Woodruff CDP,0
AZ,Yarnell CDP,15.5
AZ,York CDP,40.9
AZ,Young CDP,10
AZ,Youngtown town,22.5
AZ,Yucca CDP,36.2
AZ,Yuma city,18.4
AR,Adona city,18.9
AR,Alexander city,26.4
AR,Alicia town,47.9
AR,Allport town,44.4
AR,Alma city,21
AR,Almyra town,21.7
AR,Alpena town,31.7
AR,Altheimer city,22.8
AR,Altus city,12.8
AR,Amagon town,21.6
AR,Amity city,41.3
AR,Anthonyville town,16
AR,Antoine town,9.8
AR,Arkadelphia city,33
AR,Arkansas City city,18.2
AR,Ashdown city,22.8
AR,Ash Flat city,34.1
AR,Atkins city,8.8
AR,Aubrey town,17.1
AR,Augusta city,31.4
AR,Austin city,7.7
AR,Avilla CDP,1.4
AR,Avoca town,8.2
AR,Bald Knob city,23.6
AR,Banks town,41.9
AR,Barling city,18.2
AR,Bassett town,45.1
AR,Batesville city,20.9
AR,Bauxite town,19.8
AR,Bay city,15.2
AR,Bearden city,36
AR,Beaver town,1.3
AR,Beebe city,28.8
AR,Beedeville town,43.8
AR,Bella Vista city,4.8
AR,Bellefonte town,15
AR,Belleville city,21.2
AR,Ben Lomond town,25
AR,Benton city,11.4
AR,Bentonville city,7.7
AR,Bergman town,11.5
AR,Berryville city,26.4
AR,Bethel Heights city,18.5
AR,Bigelow town,21.5
AR,Big Flat town,16.9
AR,Biggers town,15.8
AR,Birdsong town,2.4
AR,Black Oak town,16.1
AR,Black Rock city,28.9
AR,Black Springs town,5.7
AR,Blevins city,22.7
AR,Blue Eye town,74.4
AR,Blue Mountain town,25.5
AR,Bluff City town,11.9
AR,Blytheville city,27
AR,Bodcaw town,3.5
AR,Bonanza city,9.7
AR,Bono city,16.8
AR,Booneville city,33.1
AR,Bradford city,29.9
AR,Bradley city,41.7
AR,Branch city,22.3
AR,Briarcliff city,27.5
AR,Brinkley city,36.3
AR,Brookland city,17.2
AR,Bryant city,4.1
AR,Buckner city,18.9
AR,Bull Shoals city,13.9
AR,Burdette town,5.6
AR,Cabot city,11.4
AR,Caddo Valley town,17
AR,Caldwell town,27.6
AR,Cale town,21.2
AR,Calico Rock city,30.4
AR,Calion city,7.8
AR,Camden city,31.4
AR,Cammack Village city,5.7
AR,Campbell Station city,13.3
AR,Caraway city,22.3
AR,Carlisle city,5.9
AR,Carthage city,19
AR,Casa town,11.1
AR,Cash town,28.9
AR,Caulksville town,10.8
AR,Cave City city,32.1
AR,Cave Springs city,2.9
AR,Cedarville city,14.3
AR,Center Ridge CDP,41.3
AR,Centerton city,6.2
AR,Central City town,13.5
AR,Charleston city,11.9
AR,Cherokee City CDP,57.8
AR,Cherokee Village city,20.3
AR,Cherry Valley city,22.2
AR,Chester town,30.3
AR,Chidester city,24.4
AR,Clarendon city,46.5
AR,Clarkedale city,0
AR,Clarksville city,24.9
AR,Clinton city,23.3
AR,Coal Hill city,28.3
AR,College City city,24.6
AR,College Station CDP,0
AR,Colt city,29.6
AR,Concord town,12
AR,Conway city,18.4
AR,Corinth town,0
AR,Corning city,22.8
AR,Cotter city,25.8
AR,Cotton Plant city,27.9
AR,Cove town,22.9
AR,Coy town,11
AR,Crawfordsville town,25
AR,Crossett city,23.2
AR,Cushman city,26
AR,Daisy town,15
AR,Damascus town,13.5
AR,Danville city,27.7
AR,Dardanelle city,31.8
AR,Datto town,27.8
AR,Decatur city,32.3
AR,Delaplaine town,0
AR,Delight city,23.7
AR,Dell town,6.4
AR,Dennard CDP,32.6
AR,Denning town,10.6
AR,De Queen city,29.8
AR,Dermott city,37.1
AR,Des Arc city,20.4
AR,De Valls Bluff city,36.5
AR,DeWitt city,22.2
AR,Diamond City city,26
AR,Diaz city,36.1
AR,Dierks city,24.2
AR,Donaldson town,21.1
AR,Dover city,23.6
AR,Dumas city,41.3
AR,Dyer city,14.7
AR,Dyess town,26.4
AR,Earle city,42.8
AR,East Camden town,24
AR,East End CDP,6.7
AR,Edmondson town,37.4
AR,Egypt town,0
AR,Elaine city,42
AR,El Dorado city,27.4
AR,Elkins city,13.8
AR,Elm Springs city,8.1
AR,Emerson town,21.9
AR,Emmet city,38.4
AR,England city,29.9
AR,Enola town,18.4
AR,Etowah town,22.1
AR,Eudora city,45.4
AR,Eureka Springs city,19.1
AR,Evening Shade city,20
AR,Everton town,28
AR,Fairfield Bay city,9.8
AR,Fargo town,29.2
AR,Farmington city,11.4
AR,Fayetteville city,24
AR,Felsenthal town,17.4
AR,Fifty-Six city,5.9
AR,Fisher city,8.2
AR,Flippin city,32
AR,Fordyce city,14.7
AR,Foreman city,23.2
AR,Forrest City city,27.7
AR,Fort Smith city,26.9
AR,Fouke city,24.8
AR,Fountain Hill town,29
AR,Fountain Lake town,10
AR,Fourche town,11.4
AR,Franklin town,14.7
AR,Fredonia (Biscoe) town,34
AR,Friendship town,2.7
AR,Fulton town,19.9
AR,Garfield town,10.6
AR,Garland town,60.4
AR,Garner town,9.5
AR,Gassville city,21.9
AR,Gateway town,16.4
AR,Gentry city,22.7
AR,Georgetown town,13.3
AR,Gibson CDP,9.1
AR,Gilbert town,0
AR,Gillett city,16.1
AR,Gillham town,40
AR,Gilmore city,21
AR,Glenwood city,27.6
AR,Goshen town,1.8
AR,Gosnell city,22.4
AR,Gould city,40.6
AR,Grady city,40.6
AR,Grannis city,26.5
AR,Gravette city,17.9
AR,Greenbrier city,14.8
AR,Green Forest city,29.2
AR,Greenland city,10.6
AR,Greenway city,15.4
AR,Greenwood city,13.6
AR,Greers Ferry city,13
AR,Griffithville town,39.7
AR,Grubbs city,13.1
AR,Guion town,28.6
AR,Gum Springs town,26.2
AR,Gurdon city,26.1
AR,Guy city,10.9
AR,Hackett city,26.9
AR,Hagarville CDP,28.3
AR,Hamburg city,31
AR,Hampton city,20.6
AR,Hardy city,45.4
AR,Harrell town,25.2
AR,Harrisburg city,30.8
AR,Harrison city,23.2
AR,Hartford city,32.9
AR,Hartman city,26.9
AR,Haskell city,14.7
AR,Hatfield town,47.7
AR,Havana city,17.2
AR,Haynes town,23.4
AR,Hazen city,18.9
AR,Heber Springs city,22.5
AR,Hector town,15.3
AR,Helena-West Helena city,44.2
AR,Hensley CDP,63.3
AR,Hermitage city,67.5
AR,Hickory Ridge city,18
AR,Higden town,5.1
AR,Higginson town,2.4
AR,Highfill town,23.8
AR,Highland city,19.6
AR,Hindsville town,0
AR,Holiday Island CDP,18.3
AR,Holland city,14.6
AR,Holly Grove city,35.5
AR,Hope city,34.1
AR,Horatio city,32.2
AR,Horseshoe Bend city,28.2
AR,Horseshoe Lake town,20.2
AR,Hot Springs city,29.2
AR,Hot Springs Village CDP,4.9
AR,Houston town,9.4
AR,Hoxie city,27.5
AR,Hughes city,41.9
AR,Humnoke city,15.7
AR,Humphrey city,11.7
AR,Hunter town,35.4
AR,Huntington city,27.4
AR,Huntsville city,31.4
AR,Huttig city,21.4
AR,Imboden town,20.4
AR,Jacksonport town,22.4
AR,Jacksonville city,18.7
AR,Jasper city,24.1
AR,Jennette town,10.8
AR,Jericho town,9.4
AR,Jerome town,4.1
AR,Johnson city,14.8
AR,Joiner city,45.5
AR,Jonesboro city,23.7
AR,Judsonia city,25.7
AR,Junction City city,26.5
AR,Keiser city,22.7
AR,Kensett city,42
AR,Keo town,10
AR,Kibler city,11.8
AR,Kingsland city,32.1
AR,Kirby CDP,21
AR,Knobel city,35.2
AR,Knoxville town,22.1
AR,Lafe town,21.3
AR,LaGrange town,46.7
AR,Lake City city,15.2
AR,Lake Hamilton CDP,13.9
AR,Lakeview city,19.4
AR,Lake View city,47.4
AR,Lake Village city,36
AR,Lamar city,24.2
AR,Landmark CDP,9
AR,Lavaca city,15.3
AR,Leachville city,16.1
AR,Lead Hill town,37
AR,Leola town,32.1
AR,Lepanto city,34.4
AR,Leslie city,52.8
AR,Letona town,15.9
AR,Lewisville city,31.5
AR,Lexa town,18.8
AR,Lincoln city,34.8
AR,Little Flock city,15.9
AR,Little Rock city,17.8
AR,Lockesburg city,17.6
AR,London city,30.3
AR,Lonoke city,19.4
AR,Lonsdale town,0.8
AR,Lost Bridge Village CDP,8.7
AR,Louann town,22.7
AR,Lowell city,12.2
AR,Luxora city,52.7
AR,Lynn town,29.1
AR,McAlmont CDP,27.1
AR,McCaskill town,22.5
AR,McCrory city,18.8
AR,McDougal town,28.2
AR,McGehee city,39.6
AR,McNab town,16.3
AR,McNeil city,48.2
AR,McRae city,22
AR,Madison city,41.8
AR,Magazine city,22.8
AR,Magness town,46
AR,Magnet Cove CDP,0
AR,Magnolia city,31.7
AR,Malvern city,27.4
AR,Mammoth Spring city,34.7
AR,Manila city,32.6
AR,Mansfield city,21.6
AR,Marianna city,35.6
AR,Marie town,19.6
AR,Marion city,10.9
AR,Marked Tree city,34.4
AR,Marmaduke city,27.7
AR,Marshall city,21.2
AR,Marvell city,43.7
AR,Maumelle city,6.4
AR,Mayflower city,8.5
AR,Maynard town,27.1
AR,Maysville CDP,0
AR,Melbourne city,29.4
AR,Mena city,18.5
AR,Menifee town,15.5
AR,Midland town,61.7
AR,Midway CDP,27.4
AR,Midway town,10.2
AR,Mineral Springs city,18.9
AR,Minturn town,7.6
AR,Mitchellville city,34.2
AR,Monette city,11.1
AR,Monticello city,39.2
AR,Montrose city,39.5
AR,Moorefield town,2.5
AR,Moro town,19.9
AR,Morrilton city,35.2
AR,Morrison Bluff town,30.9
AR,Mountainburg city,15.6
AR,Mountain Home city,15.8
AR,Mountain Pine city,25
AR,Mountain View city,35.4
AR,Mount Ida city,16
AR,Mount Pleasant town,9.7
AR,Mount Vernon town,6.7
AR,Mulberry city,30
AR,Murfreesboro city,30.3
AR,Nashville city,34.1
AR,Natural Steps CDP,3
AR,Newark city,31.2
AR,New Blaine CDP,0
AR,New Edinburg CDP,0
AR,Newport city,34.9
AR,Nimmons town,36.2
AR,Norfork city,20.9
AR,Norman town,31.9
AR,Norphlet city,20.1
AR,North Crossett CDP,15.8
AR,North Little Rock city,26.1
AR,Oak Grove town,18.1
AR,Oak Grove Heights town,9.7
AR,Oakhaven town,0
AR,Oden town,17.5
AR,Ogden city,8.3
AR,Oil Trough town,25.1
AR,O'Kean town,34.5
AR,Okolona town,24.5
AR,Ola city,18.7
AR,Omaha town,61.6
AR,Oppelo city,17.1
AR,Osceola city,37.9
AR,Oxford city,26.6
AR,Ozan town,15.5
AR,Ozark city,31.1
AR,Palestine city,15.5
AR,Pangburn city,25.2
AR,Paragould city,17.5
AR,Paris city,22.7
AR,Parkdale city,53.3
AR,Parkin city,31
AR,Patmos town,29.3
AR,Patterson city,32.2
AR,Peach Orchard city,10.2
AR,Pea Ridge city,13.9
AR,Perla town,22.7
AR,Perry town,25.4
AR,Perrytown town,21.3
AR,Perryville city,14
AR,Piggott city,26.7
AR,Pindall town,28.6
AR,Pine Bluff city,32.1
AR,Pineville town,48.1
AR,Piney CDP,27.5
AR,Plainview city,6
AR,Pleasant Plains town,13.6
AR,Plumerville city,27.5
AR,Pocahontas city,22.9
AR,Pollard city,16.3
AR,Portia town,27.9
AR,Portland city,28.1
AR,Pottsville city,9.1
AR,Powhatan town,26.3
AR,Poyen town,17.6
AR,Prairie Creek CDP,10.1
AR,Prairie Grove city,10.1
AR,Prattsville town,25
AR,Prescott city,38.1
AR,Pyatt town,33.2
AR,Quitman city,21.6
AR,Ratcliff city,13.4
AR,Ravenden town,36.3
AR,Ravenden Springs town,15.2
AR,Reader CDP,0
AR,Rector city,30
AR,Redfield city,18.3
AR,Reed town,43.8
AR,Reyno city,31.8
AR,Rison city,46.1
AR,Rockport city,17.6
AR,Rockwell CDP,3.9
AR,Roe town,36.4
AR,Rogers city,15.3
AR,Roland CDP,13.7
AR,Rondo town,52.5
AR,Rose Bud town,15.9
AR,Rosston town,35
AR,Rudy town,48.9
AR,Russell town,27.7
AR,Russellville city,26.2
AR,Rye CDP,0
AR,St. Charles town,2.7
AR,St. Francis city,42.2
AR,St. Joe town,37.1
AR,St. Paul town,18.9
AR,Salem city,29.1
AR,Salem CDP,7.4
AR,Salesville city,15.6
AR,Scott CDP,0
AR,Scranton city,11.6
AR,Searcy city,19.8
AR,Sedgwick town,26.2
AR,Shannon Hills city,9.2
AR,Sheridan city,10.2
AR,Sherrill town,56
AR,Sherwood city,13
AR,Shirley town,33.3
AR,Sidney town,45.3
AR,Siloam Springs city,20.2
AR,Smackover city,17.1
AR,Smithville town,13.3
AR,South Lead Hill town,21.1
AR,Southside city,19.3
AR,Sparkman city,23.5
AR,Springdale city,23.3
AR,Springtown town,17.8
AR,Stamps city,30.2
AR,Star City city,31.7
AR,Staves CDP,0
AR,Stephens city,27.9
AR,Strawberry town,20.4
AR,Strong city,23
AR,Stuttgart city,22.5
AR,Subiaco town,27
AR,Success town,23.7
AR,Sulphur Rock town,32.5
AR,Sulphur Springs city,43
AR,Sulphur Springs CDP,12.5
AR,Summit city,36.1
AR,Sunset town,64.9
AR,Sweet Home CDP,15.5
AR,Swifton city,33.6
AR,Taylor city,23.5
AR,Texarkana city,22.1
AR,Thornton city,25.3
AR,Tillar city,34.3
AR,Tinsman town,27
AR,Tollette town,14.3
AR,Tontitown city,12.1
AR,Traskwood city,4.1
AR,Trumann city,26.4
AR,Tuckerman city,18.6
AR,Tull town,13.2
AR,Tumbling Shoals CDP,6
AR,Tupelo town,9
AR,Turrell city,35.6
AR,Twin Groves town,17.5
AR,Tyronza city,27.4
AR,Ulm town,39.3
AR,Valley Springs town,11.2
AR,Van Buren city,22.9
AR,Vandervoort town,58.8
AR,Victoria town,43.8
AR,Vilonia city,7.2
AR,Viola town,22.6
AR,Wabbaseka town,31.3
AR,Waldenburg town,0
AR,Waldo city,35.6
AR,Waldron city,30.5
AR,Walnut Ridge city,19.8
AR,Ward city,11.4
AR,Warren city,30.8
AR,Washington city,35.7
AR,Watson city,19.6
AR,Weiner city,10.9
AR,Weldon town,20.8
AR,West Crossett CDP,7.7
AR,Western Grove town,10.6
AR,West Fork city,7.6
AR,West Memphis city,30.9
AR,West Point town,34.8
AR,Wheatley city,22.3
AR,Whelen Springs town,30.2
AR,White Hall city,11
AR,Wickes town,37
AR,Widener town,8.9
AR,Wiederkehr Village city,0
AR,Williford town,16.3
AR,Willisville town,15.3
AR,Wilmar city,30.9
AR,Wilmot city,28.2
AR,Wilson city,22.1
AR,Wilton city,29.4
AR,Winchester town,64
AR,Winslow city,20.5
AR,Winthrop city,27.5
AR,Woodlawn CDP,1.9
AR,Woodson CDP,15.2
AR,Wooster town,10.8
AR,Wrightsville city,18.4
AR,Wynne city,22.3
AR,Yarborough Landing CDP,7.9
AR,Yellville city,16.8
AR,Zinc town,40.6
